INVOICE_ID,INVOICE_DATE,CLIENT_ID,CLIENT_TYPE,TOTAL_HT,MONTANT_TVA,AMOUNT_TTC,RAS_5P,RAS_TVA,AMOUNT_TO_PAY,PU,QUANTITY,ELECTRONIC_DATE,PHYSICAL_DATE,EXPECTED_PAYMENT_DATE,LABEL,PO,INVOICE_YEAR,STATUS,PAYMENT_DATE,INVOICE_NUMBER
5144,2024-03-16,25,PUBLIC,29385.02,5877.0,35262.02,1469.25,4407.75,29385.02,1546.58,19,2024-03-16,2024-03-18,2024-04-18,Consulting IT,PO-00992-jX,2024,PAID,2024-04-23,FAC-2024-78283
5146,2023-10-16,3,PRIVE,2588.3,517.66,3105.96,0.0,0.0,3105.96,1294.15,2,2023-10-17,2023-10-17,2023-12-12,Maintenance SaaS,PO-86472-Vw,2023,PAID,2023-11-30,FAC-2023-97218
5148,2025-05-25,53,PUBLIC,19612.22,3922.44,23534.66,980.61,2941.83,19612.22,1153.66,17,2025-05-25,,2025-06-29,Consulting IT,PO-88291-bn,2025,PAID,2025-06-23,FAC-2025-28939
5152,2024-11-25,76,PUBLIC,1841.43,368.29,2209.72,92.07,276.21,1841.44,613.81,3,2024-11-27,,2025-02-05,Développement logiciel,PO-14221-Ii,2024,PAID,2025-02-10,FAC-2024-08368
5158,2024-08-24,100,PRIVE,9964.2,1992.84,11957.04,0.0,0.0,11957.04,498.21,20,2024-08-25,2024-08-26,2024-10-15,Maintenance SaaS,PO-98450-rK,2024,PAID,2024-10-25,FAC-2024-40731
5162,2025-05-11,100,PRIVE,7013.28,1402.66,8415.94,0.0,0.0,8415.94,438.33,16,2025-05-11,2025-05-15,2025-07-16,Licence logicielle,PO-40313-OY,2025,PAID,2025-07-19,FAC-2025-03769
5170,2025-02-17,58,PRIVE,1852.64,370.53,2223.17,0.0,0.0,2223.17,463.16,4,2025-02-19,,2025-04-21,Développement logiciel,PO-92914-XJ,2025,PAID,2025-04-19,FAC-2025-87368
5172,2024-01-13,46,PUBLIC,2854.8,570.96,3425.76,142.74,428.22,2854.8,219.6,13,2024-01-15,2024-01-15,2024-03-12,Maintenance SaaS,PO-34615-qm,2024,PAID,2024-03-04,FAC-2024-50620
5173,2024-05-10,53,PUBLIC,527.1,105.42,632.52,26.36,79.07,527.09,75.3,7,2024-05-12,2024-05-13,2024-08-08,Hébergement cloud,PO-55098-YS,2024,PAID,2024-08-22,FAC-2024-55858
5174,2024-06-09,81,PUBLIC,12644.96,2528.99,15173.95,632.25,1896.74,12644.96,790.31,16,2024-06-11,,2024-08-11,Licence logicielle,PO-47793-jZ,2024,PAID,2024-07-28,FAC-2024-84346
5175,2024-04-24,44,PUBLIC,2744.04,548.81,3292.85,137.2,411.61,2744.04,686.01,4,2024-04-24,2024-04-28,2024-06-02,Hébergement cloud,PO-20997-gk,2024,PAID,2024-05-20,FAC-2024-83171
5178,2024-03-25,99,PUBLIC,10501.4,2100.28,12601.68,525.07,1575.21,10501.4,525.07,20,2024-03-27,2024-03-29,2024-06-06,Développement logiciel,PO-37357-EM,2024,PAID,2024-06-09,FAC-2024-21818
5180,2025-04-26,89,PUBLIC,29378.72,5875.74,35254.46,1468.94,4406.81,29378.71,1836.17,16,2025-04-28,,2025-06-06,Hébergement cloud,PO-46178-Hh,2025,PAID,2025-06-03,FAC-2025-59025
5183,2025-02-20,56,PRIVE,9846.36,1969.27,11815.63,0.0,0.0,11815.63,1094.04,9,2025-02-21,,2025-05-16,Hébergement cloud,PO-08423-Hs,2025,PAID,2025-05-07,FAC-2025-03591
5185,2023-11-19,74,PUBLIC,31578.72,6315.74,37894.46,1578.94,4736.81,31578.71,1973.67,16,2023-11-19,2023-11-22,2024-01-17,Maintenance SaaS,PO-27178-lG,2023,PAID,2024-01-07,FAC-2023-72584
5187,2024-05-18,47,PRIVE,24498.89,4899.78,29398.67,0.0,0.0,29398.67,1884.53,13,2024-05-20,,2024-07-26,Développement logiciel,PO-13191-Bc,2024,PAID,2024-07-24,FAC-2024-16272
5189,2024-02-03,36,PUBLIC,12044.34,2408.87,14453.21,602.22,1806.65,12044.34,860.31,14,2024-02-05,,2024-03-25,Formation technique,PO-92730-iS,2024,PAID,2024-04-05,FAC-2024-63259
5192,2024-06-15,38,PRIVE,1142.48,228.5,1370.98,0.0,0.0,1370.98,571.24,2,2024-06-17,2024-06-17,2024-07-30,Consulting IT,PO-88297-VH,2024,PAID,2024-07-20,FAC-2024-18783
5196,2024-01-03,21,PUBLIC,19687.32,3937.46,23624.78,984.37,2953.1,19687.31,1093.74,18,2024-01-05,,2024-03-30,Maintenance SaaS,PO-30458-uV,2024,PAID,2024-03-24,FAC-2024-99149
5197,2024-09-04,96,PRIVE,8381.28,1676.26,10057.54,0.0,0.0,10057.54,1396.88,6,2024-09-04,2024-09-05,2024-10-26,Hébergement cloud,PO-37660-im,2024,PAID,2024-10-17,FAC-2024-69433
5198,2024-03-05,96,PRIVE,3227.76,645.55,3873.31,0.0,0.0,3873.31,806.94,4,2024-03-07,2024-03-07,2024-04-05,Licence logicielle,PO-60192-Xb,2024,PAID,2024-03-31,FAC-2024-81209
5199,2023-10-03,52,PUBLIC,1934.28,386.86,2321.14,96.71,290.14,1934.29,214.92,9,2023-10-05,2023-10-04,2023-11-07,Hébergement cloud,PO-58499-zp,2023,PAID,2023-11-02,FAC-2023-50527
5200,2023-11-13,72,PUBLIC,1941.84,388.37,2330.21,97.09,291.28,1941.84,970.92,2,2023-11-15,2023-11-17,2023-12-17,Licence logicielle,PO-50344-hp,2023,PAID,2023-12-25,FAC-2023-33716
5203,2023-08-19,7,PUBLIC,24620.8,4924.16,29544.96,1231.04,3693.12,24620.8,1231.04,20,2023-08-19,,2023-11-04,Maintenance SaaS,PO-08238-HU,2023,PAID,2023-11-01,FAC-2023-92092
5204,2023-12-23,27,PRIVE,5316.87,1063.37,6380.24,0.0,0.0,6380.24,1772.29,3,2023-12-23,2023-12-26,2024-03-08,Consulting IT,PO-10903-ol,2023,PAID,2024-03-21,FAC-2023-36033
5207,2024-08-30,75,PRIVE,17971.04,3594.21,21565.25,0.0,0.0,21565.25,1123.19,16,2024-08-30,2024-09-03,2024-10-02,Développement logiciel,PO-19075-nO,2024,PAID,2024-10-12,FAC-2024-18406
5212,2024-11-04,60,PUBLIC,18671.18,3734.24,22405.42,933.56,2800.68,18671.18,1697.38,11,2024-11-04,,2025-01-15,Hébergement cloud,PO-95713-Zq,2024,PAID,2025-01-14,FAC-2024-13330
5213,2024-09-02,30,PRIVE,5707.17,1141.43,6848.6,0.0,0.0,6848.6,1902.39,3,2024-09-03,2024-09-07,2024-10-04,Développement logiciel,PO-28880-zq,2024,PAID,2024-10-19,FAC-2024-64808
5215,2024-09-25,25,PUBLIC,4944.0,988.8,5932.8,247.2,741.6,4944.0,309.0,16,2024-09-25,2024-09-28,2024-12-14,Hébergement cloud,PO-45169-Ya,2024,PAID,2024-12-23,FAC-2024-38503
5216,2025-02-24,9,PUBLIC,13228.93,2645.79,15874.72,661.45,1984.34,13228.93,1202.63,11,2025-02-25,,2025-04-28,Développement logiciel,PO-69405-Ui,2025,PAID,2025-05-10,FAC-2025-34432
5219,2024-03-26,33,PRIVE,6479.88,1295.98,7775.86,0.0,0.0,7775.86,589.08,11,2024-03-27,2024-03-29,2024-05-23,Développement logiciel,PO-09301-SV,2024,PAID,2024-06-06,FAC-2024-81187
5221,2024-06-20,99,PUBLIC,4972.89,994.58,5967.47,248.64,745.93,4972.9,382.53,13,2024-06-22,2024-06-23,2024-08-22,Maintenance SaaS,PO-23219-Jf,2024,PAID,2024-08-25,FAC-2024-46309
5230,2025-03-07,1,PRIVE,1580.04,316.01,1896.05,0.0,0.0,1896.05,131.67,12,2025-03-07,,2025-05-29,Maintenance SaaS,PO-19585-Tw,2025,PAID,2025-06-10,FAC-2025-58592
5231,2025-06-14,17,PRIVE,1900.22,380.04,2280.26,0.0,0.0,2280.26,135.73,14,2025-06-15,2025-06-16,2025-09-03,Hébergement cloud,PO-39483-cc,2025,PAID,2025-09-08,FAC-2025-65395
5232,2023-10-07,34,PUBLIC,1645.14,329.03,1974.17,82.26,246.77,1645.14,235.02,7,2023-10-07,,2023-12-23,Maintenance SaaS,PO-99809-Sh,2023,PAID,2023-12-12,FAC-2023-10814
5233,2025-06-16,10,PRIVE,27899.55,5579.91,33479.46,0.0,0.0,33479.46,1859.97,15,2025-06-16,,2025-07-29,Formation technique,PO-88252-zR,2025,PAID,2025-07-25,FAC-2025-78418
5236,2023-12-16,74,PUBLIC,26397.72,5279.54,31677.26,1319.89,3959.66,26397.71,1466.54,18,2023-12-17,,2024-02-24,Maintenance SaaS,PO-55356-Jn,2023,PAID,2024-02-25,FAC-2023-67862
5237,2024-06-01,79,PUBLIC,17557.76,3511.55,21069.31,877.89,2633.66,17557.76,1596.16,11,2024-06-03,,2024-07-05,Consulting IT,PO-99754-nk,2024,PAID,2024-07-20,FAC-2024-98189
5238,2024-07-17,24,PUBLIC,8879.57,1775.91,10655.48,443.98,1331.94,8879.56,1268.51,7,2024-07-17,2024-07-19,2024-09-11,Développement logiciel,PO-28690-es,2024,PAID,2024-08-28,FAC-2024-75937
5242,2025-06-04,81,PUBLIC,2702.73,540.55,3243.28,135.14,405.41,2702.73,900.91,3,2025-06-06,2025-06-06,2025-07-27,Consulting IT,PO-17238-Ag,2025,PAID,2025-07-20,FAC-2025-72918
5243,2025-04-07,6,PUBLIC,12714.52,2542.9,15257.42,635.73,1907.18,12714.51,908.18,14,2025-04-07,2025-04-11,2025-06-24,Consulting IT,PO-69961-fJ,2025,PAID,2025-07-07,FAC-2025-22526
5244,2023-10-21,5,PRIVE,33692.94,6738.59,40431.53,0.0,0.0,40431.53,1871.83,18,2023-10-23,2023-10-22,2023-12-22,Hébergement cloud,PO-33574-no,2023,PAID,2024-01-06,FAC-2023-52513
5245,2023-09-08,27,PRIVE,4868.22,973.64,5841.86,0.0,0.0,5841.86,1622.74,3,2023-09-10,2023-09-10,2023-11-05,Maintenance SaaS,PO-62933-BE,2023,PAID,2023-10-26,FAC-2023-64825
5248,2024-04-16,74,PUBLIC,2021.5,404.3,2425.8,101.08,303.23,2021.49,202.15,10,2024-04-18,2024-04-20,2024-07-06,Développement logiciel,PO-54460-cg,2024,PAID,2024-07-05,FAC-2024-97609
5250,2024-10-12,25,PUBLIC,3205.9,641.18,3847.08,160.3,480.89,3205.89,1602.95,2,2024-10-12,2024-10-13,2025-01-06,Licence logicielle,PO-40430-us,2024,PAID,2025-01-10,FAC-2024-44508
5252,2024-07-06,94,PUBLIC,5272.38,1054.48,6326.86,263.62,790.86,5272.38,585.82,9,2024-07-06,2024-07-09,2024-09-17,Formation technique,PO-08716-Gw,2024,PAID,2024-09-25,FAC-2024-70482
5255,2025-03-10,70,PUBLIC,2068.2,413.64,2481.84,103.41,310.23,2068.2,1034.1,2,2025-03-12,,2025-05-06,Développement logiciel,PO-46296-hp,2025,PAID,2025-05-07,FAC-2025-69510
5259,2024-04-03,6,PUBLIC,21822.12,4364.42,26186.54,1091.11,3273.32,21822.11,1818.51,12,2024-04-04,,2024-05-19,Développement logiciel,PO-69698-KT,2024,PAID,2024-05-14,FAC-2024-15087
5260,2025-04-01,62,PRIVE,29970.2,5994.04,35964.24,0.0,0.0,35964.24,1498.51,20,2025-04-02,2025-04-04,2025-05-14,Maintenance SaaS,PO-84622-gW,2025,PAID,2025-05-11,FAC-2025-62325
5261,2025-06-29,90,PRIVE,3907.98,781.6,4689.58,0.0,0.0,4689.58,651.33,6,2025-07-01,,2025-09-16,Consulting IT,PO-77399-Nl,2025,PAID,2025-09-26,FAC-2025-28758
5262,2024-03-02,52,PUBLIC,2075.4,415.08,2490.48,103.77,311.31,2075.4,138.36,15,2024-03-04,2024-03-06,2024-05-23,Licence logicielle,PO-48430-tp,2024,PAID,2024-05-16,FAC-2024-94335
5263,2024-02-15,24,PUBLIC,20775.36,4155.07,24930.43,1038.77,3116.3,20775.36,1093.44,19,2024-02-16,2024-02-16,2024-05-01,Développement logiciel,PO-97557-zB,2024,PAID,2024-04-28,FAC-2024-76564
5264,2024-04-18,82,PUBLIC,4316.78,863.36,5180.14,215.84,647.52,4316.78,332.06,13,2024-04-19,2024-04-19,2024-06-24,Consulting IT,PO-47830-os,2024,PAID,2024-06-23,FAC-2024-97007
5265,2024-06-15,87,PRIVE,4867.59,973.52,5841.11,0.0,0.0,5841.11,1622.53,3,2024-06-17,2024-06-20,2024-08-01,Développement logiciel,PO-79908-zX,2024,PAID,2024-08-08,FAC-2024-21344
5266,2024-04-02,13,PUBLIC,1497.78,299.56,1797.34,74.89,224.67,1497.78,748.89,2,2024-04-02,2024-04-06,2024-05-03,Formation technique,PO-08646-hb,2024,PAID,2024-04-25,FAC-2024-76440
5267,2023-12-01,14,PRIVE,24809.12,4961.82,29770.94,0.0,0.0,29770.94,1459.36,17,2023-12-01,2023-12-06,2024-02-19,Développement logiciel,PO-17926-pi,2023,PAID,2024-02-13,FAC-2023-24328
5271,2023-09-29,13,PUBLIC,10638.5,2127.7,12766.2,531.93,1595.78,10638.49,1063.85,10,2023-10-01,2023-09-30,2023-11-15,Consulting IT,PO-68943-oT,2023,PAID,2023-11-01,FAC-2023-60859
5274,2024-11-16,25,PUBLIC,3816.48,763.3,4579.78,190.82,572.47,3816.49,1272.16,3,2024-11-17,2024-11-21,2025-01-28,Hébergement cloud,PO-85759-Hr,2024,PAID,2025-01-24,FAC-2024-58684
5275,2023-10-03,64,PUBLIC,2464.1,492.82,2956.92,123.2,369.62,2464.1,1232.05,2,2023-10-03,2023-10-06,2023-12-01,Maintenance SaaS,PO-58904-mF,2023,PAID,2023-12-01,FAC-2023-40437
5278,2025-03-20,74,PUBLIC,1517.88,303.58,1821.46,75.89,227.68,1517.89,758.94,2,2025-03-21,2025-03-23,2025-06-18,Maintenance SaaS,PO-58778-Oy,2025,PAID,2025-06-21,FAC-2025-42187
5279,2024-07-08,76,PUBLIC,3096.04,619.21,3715.25,154.8,464.41,3096.04,182.12,17,2024-07-09,,2024-09-29,Licence logicielle,PO-95315-AR,2024,PAID,2024-10-03,FAC-2024-55379
5281,2025-05-19,78,PUBLIC,9769.36,1953.87,11723.23,488.47,1465.4,9769.36,1221.17,8,2025-05-20,2025-05-22,2025-07-02,Formation technique,PO-48166-vC,2025,PAID,2025-06-23,FAC-2025-69392
5283,2024-04-09,18,PUBLIC,10092.96,2018.59,12111.55,504.65,1513.94,10092.96,1682.16,6,2024-04-09,2024-04-11,2024-06-13,Maintenance SaaS,PO-33429-Xp,2024,PAID,2024-06-05,FAC-2024-82124
5288,2024-05-03,7,PUBLIC,23921.44,4784.29,28705.73,1196.07,3588.22,23921.44,1495.09,16,2024-05-05,,2024-07-27,Développement logiciel,PO-66352-ck,2024,PAID,2024-07-22,FAC-2024-88283
5289,2023-09-10,89,PUBLIC,1474.28,294.86,1769.14,73.71,221.14,1474.29,737.14,2,2023-09-10,2023-09-12,2023-10-27,Hébergement cloud,PO-56449-Yg,2023,PAID,2023-10-26,FAC-2023-16984
5291,2023-12-11,51,PUBLIC,9487.56,1897.51,11385.07,474.38,1423.13,9487.56,1581.26,6,2023-12-12,2023-12-14,2024-03-04,Maintenance SaaS,PO-84682-vY,2023,PAID,2024-03-05,FAC-2023-46261
5294,2024-03-14,20,PRIVE,20606.4,4121.28,24727.68,0.0,0.0,24727.68,1030.32,20,2024-03-16,,2024-06-04,Développement logiciel,PO-33003-Rh,2024,PAID,2024-06-12,FAC-2024-56440
5295,2024-05-10,6,PUBLIC,19228.7,3845.74,23074.44,961.44,2884.31,19228.69,1131.1,17,2024-05-12,,2024-07-03,Consulting IT,PO-80112-vH,2024,PAID,2024-07-18,FAC-2024-57103
5298,2024-10-28,59,PUBLIC,20171.62,4034.32,24205.94,1008.58,3025.74,20171.62,1440.83,14,2024-10-30,,2024-12-29,Maintenance SaaS,PO-52099-GZ,2024,PAID,2025-01-08,FAC-2024-97544
5304,2024-01-28,25,PUBLIC,4512.48,902.5,5414.98,225.62,676.87,4512.49,265.44,17,2024-01-29,,2024-04-08,Maintenance SaaS,PO-32659-VZ,2024,PAID,2024-04-10,FAC-2024-47060
5308,2024-04-30,28,PRIVE,9207.33,1841.47,11048.8,0.0,0.0,11048.8,837.03,11,2024-04-30,2024-05-02,2024-06-25,Licence logicielle,PO-43995-lB,2024,PAID,2024-06-30,FAC-2024-03452
5311,2024-10-08,29,PUBLIC,5520.6,1104.12,6624.72,276.03,828.09,5520.6,368.04,15,2024-10-10,2024-10-12,2024-12-19,Hébergement cloud,PO-73793-LD,2024,PAID,2025-01-02,FAC-2024-14653
5312,2024-06-13,76,PUBLIC,5457.03,1091.41,6548.44,272.85,818.55,5457.04,1819.01,3,2024-06-14,2024-06-14,2024-08-10,Hébergement cloud,PO-85424-uw,2024,PAID,2024-07-28,FAC-2024-45606
5313,2025-04-08,67,PRIVE,2321.08,464.22,2785.3,0.0,0.0,2785.3,1160.54,2,2025-04-08,2025-04-09,2025-06-16,Hébergement cloud,PO-15891-vN,2025,PAID,2025-06-02,FAC-2025-88263
5314,2025-06-03,23,PRIVE,1231.82,246.36,1478.18,0.0,0.0,1478.18,1231.82,1,2025-06-03,,2025-07-31,Maintenance SaaS,PO-32350-Fw,2025,PAID,2025-08-10,FAC-2025-88317
5315,2023-11-16,73,PRIVE,11425.7,2285.14,13710.84,0.0,0.0,13710.84,878.9,13,2023-11-16,2023-11-21,2024-02-06,Formation technique,PO-56782-qW,2023,PAID,2024-02-01,FAC-2023-09551
5319,2024-11-01,27,PRIVE,309.02,61.8,370.82,0.0,0.0,370.82,309.02,1,2024-11-02,,2025-01-13,Maintenance SaaS,PO-43966-nf,2024,PAID,2024-12-29,FAC-2024-99366
5321,2023-08-28,53,PUBLIC,21014.0,4202.8,25216.8,1050.7,3152.1,21014.0,1106.0,19,2023-08-30,2023-08-31,2023-11-14,Formation technique,PO-62629-Ws,2023,PAID,2023-11-12,FAC-2023-88120
5325,2025-06-05,4,PRIVE,21346.91,4269.38,25616.29,0.0,0.0,25616.29,1642.07,13,2025-06-06,2025-06-08,2025-07-09,Consulting IT,PO-15815-yI,2025,PAID,2025-07-13,FAC-2025-11935
5326,2024-01-05,43,PRIVE,1694.13,338.83,2032.96,0.0,0.0,2032.96,1694.13,1,2024-01-07,,2024-02-27,Maintenance SaaS,PO-87619-sP,2024,PAID,2024-03-12,FAC-2024-39654
5327,2025-04-14,67,PRIVE,9761.0,1952.2,11713.2,0.0,0.0,11713.2,976.1,10,2025-04-15,2025-04-19,2025-06-13,Développement logiciel,PO-39723-EG,2025,PAID,2025-06-24,FAC-2025-57411
5328,2025-02-15,23,PRIVE,9021.3,1804.26,10825.56,0.0,0.0,10825.56,1503.55,6,2025-02-16,2025-02-20,2025-04-25,Hébergement cloud,PO-39057-EB,2025,PAID,2025-04-11,FAC-2025-65049
5329,2023-11-01,18,PUBLIC,4812.2,962.44,5774.64,240.61,721.83,4812.2,481.22,10,2023-11-01,2023-11-02,2024-01-13,Formation technique,PO-69547-BK,2023,PAID,2023-12-31,FAC-2023-17987
5331,2025-07-22,28,PRIVE,5131.2,1026.24,6157.44,0.0,0.0,6157.44,427.6,12,2025-07-23,2025-07-26,2025-08-27,Développement logiciel,PO-21846-Yz,2025,PAID,2025-09-08,FAC-2025-30117
5336,2025-01-12,22,PUBLIC,11756.88,2351.38,14108.26,587.84,1763.53,11756.89,1306.32,9,2025-01-14,2025-01-15,2025-02-18,Formation technique,PO-18864-Ry,2025,PAID,2025-02-15,FAC-2025-19276
5337,2025-03-21,42,PUBLIC,6550.05,1310.01,7860.06,327.5,982.51,6550.05,503.85,13,2025-03-21,2025-03-22,2025-05-09,Consulting IT,PO-63669-Lt,2025,PAID,2025-05-08,FAC-2025-48319
5338,2025-02-08,39,PUBLIC,3743.2,748.64,4491.84,187.16,561.48,3743.2,748.64,5,2025-02-08,2025-02-12,2025-04-07,Formation technique,PO-88414-sq,2025,PAID,2025-04-06,FAC-2025-98855
5340,2025-03-10,43,PRIVE,33384.43,6676.89,40061.32,0.0,0.0,40061.32,1963.79,17,2025-03-10,2025-03-13,2025-05-01,Licence logicielle,PO-26308-Qy,2025,PAID,2025-05-01,FAC-2025-02482
5341,2024-04-29,64,PUBLIC,9576.8,1915.36,11492.16,478.84,1436.52,9576.8,478.84,20,2024-05-01,2024-04-30,2024-07-07,Licence logicielle,PO-75789-xe,2024,PAID,2024-07-17,FAC-2024-48904
5342,2024-06-26,63,PUBLIC,2275.68,455.14,2730.82,113.78,341.35,2275.69,284.46,8,2024-06-26,2024-06-30,2024-08-27,Maintenance SaaS,PO-56589-nd,2024,PAID,2024-09-02,FAC-2024-57259
5343,2023-12-10,39,PUBLIC,10444.56,2088.91,12533.47,522.23,1566.68,10444.56,1492.08,7,2023-12-11,2023-12-15,2024-01-15,Hébergement cloud,PO-04387-SF,2023,PAID,2024-01-06,FAC-2023-04358
5346,2024-10-05,60,PUBLIC,3056.28,611.26,3667.54,152.81,458.44,3056.29,1018.76,3,2024-10-07,,2024-11-16,Maintenance SaaS,PO-51965-Yp,2024,PAID,2024-11-11,FAC-2024-66180
5347,2025-03-08,75,PRIVE,11457.72,2291.54,13749.26,0.0,0.0,13749.26,1909.62,6,2025-03-09,,2025-05-01,Maintenance SaaS,PO-85476-gc,2025,PAID,2025-04-27,FAC-2025-92268
5349,2024-06-13,86,PRIVE,4520.88,904.18,5425.06,0.0,0.0,5425.06,1506.96,3,2024-06-14,2024-06-17,2024-08-15,Licence logicielle,PO-83445-wP,2024,PAID,2024-08-14,FAC-2024-20126
5350,2024-07-06,2,PRIVE,25530.82,5106.16,30636.98,0.0,0.0,30636.98,1823.63,14,2024-07-08,2024-07-10,2024-09-26,Hébergement cloud,PO-48010-fL,2024,PAID,2024-09-17,FAC-2024-68456
5351,2024-07-20,87,PRIVE,5663.8,1132.76,6796.56,0.0,0.0,6796.56,283.19,20,2024-07-20,2024-07-22,2024-10-06,Maintenance SaaS,PO-40604-aI,2024,PAID,2024-10-12,FAC-2024-65063
5352,2025-05-25,75,PRIVE,7180.08,1436.02,8616.1,0.0,0.0,8616.1,598.34,12,2025-05-26,,2025-08-08,Formation technique,PO-06845-vo,2025,PAID,2025-08-22,FAC-2025-66657
5355,2024-08-08,76,PUBLIC,36713.8,7342.76,44056.56,1835.69,5507.07,36713.8,1835.69,20,2024-08-10,2024-08-11,2024-10-07,Maintenance SaaS,PO-78892-gX,2024,PAID,2024-10-05,FAC-2024-00386
5356,2024-01-28,1,PRIVE,1761.22,352.24,2113.46,0.0,0.0,2113.46,880.61,2,2024-01-30,2024-02-02,2024-04-09,Maintenance SaaS,PO-52194-UQ,2024,PAID,2024-03-31,FAC-2024-12993
5357,2024-09-09,22,PUBLIC,5388.72,1077.74,6466.46,269.44,808.31,5388.71,673.59,8,2024-09-09,2024-09-11,2024-11-13,Consulting IT,PO-76699-Ph,2024,PAID,2024-11-09,FAC-2024-44616
5358,2024-09-12,28,PRIVE,2319.42,463.88,2783.3,0.0,0.0,2783.3,386.57,6,2024-09-12,2024-09-15,2024-12-05,Consulting IT,PO-62274-VV,2024,PAID,2024-12-12,FAC-2024-14226
5359,2024-06-21,9,PUBLIC,13459.93,2691.99,16151.92,673.0,2018.99,13459.93,1223.63,11,2024-06-23,2024-06-22,2024-09-16,Développement logiciel,PO-24931-zI,2024,PAID,2024-09-03,FAC-2024-17987
5360,2025-07-01,88,PRIVE,8223.15,1644.63,9867.78,0.0,0.0,9867.78,548.21,15,2025-07-01,2025-07-02,2025-09-25,Licence logicielle,PO-06092-eU,2025,PAID,2025-09-27,FAC-2025-74426
5362,2024-10-28,52,PUBLIC,2033.7,406.74,2440.44,101.69,305.06,2033.69,203.37,10,2024-10-29,2024-10-29,2024-12-02,Maintenance SaaS,PO-23094-Uo,2024,PAID,2024-11-23,FAC-2024-11552
5363,2023-08-01,10,PRIVE,6709.01,1341.8,8050.81,0.0,0.0,8050.81,958.43,7,2023-08-02,2023-08-03,2023-10-03,Développement logiciel,PO-19066-gX,2023,PAID,2023-10-08,FAC-2023-79127
5368,2024-07-06,93,PRIVE,5708.0,1141.6,6849.6,0.0,0.0,6849.6,1427.0,4,2024-07-06,,2024-08-26,Développement logiciel,PO-58036-Kr,2024,PAID,2024-09-08,FAC-2024-39932
5373,2023-08-01,61,PRIVE,5928.68,1185.74,7114.42,0.0,0.0,7114.42,1482.17,4,2023-08-02,2023-08-05,2023-09-05,Formation technique,PO-83168-wE,2023,PAID,2023-09-07,FAC-2023-73455
5376,2024-03-24,68,PUBLIC,11696.49,2339.3,14035.79,584.82,1754.47,11696.5,1299.61,9,2024-03-24,,2024-06-05,Consulting IT,PO-83302-jG,2024,PAID,2024-06-02,FAC-2024-97228
5381,2024-07-21,32,PUBLIC,26770.56,5354.11,32124.67,1338.53,4015.58,26770.56,1673.16,16,2024-07-23,,2024-09-01,Licence logicielle,PO-43052-fm,2024,PAID,2024-09-09,FAC-2024-65983
5385,2025-06-15,28,PRIVE,24946.65,4989.33,29935.98,0.0,0.0,29935.98,1467.45,17,2025-06-16,2025-06-16,2025-07-29,Formation technique,PO-41699-aq,2025,PAID,2025-08-04,FAC-2025-56354
5388,2024-06-24,55,PUBLIC,13556.0,2711.2,16267.2,677.8,2033.4,13556.0,847.25,16,2024-06-25,2024-06-26,2024-08-14,Consulting IT,PO-60535-uy,2024,PAID,2024-08-01,FAC-2024-82803
5389,2024-11-01,1,PRIVE,13493.24,2698.65,16191.89,0.0,0.0,16191.89,793.72,17,2024-11-03,2024-11-05,2024-12-09,Formation technique,PO-69420-kG,2024,PAID,2024-12-23,FAC-2024-41274
5390,2024-11-25,28,PRIVE,10131.6,2026.32,12157.92,0.0,0.0,12157.92,1013.16,10,2024-11-26,2024-11-30,2025-01-12,Formation technique,PO-69827-Ms,2024,PAID,2025-01-27,FAC-2024-61147
5396,2024-12-07,57,PUBLIC,23278.1,4655.62,27933.72,1163.9,3491.72,23278.1,1369.3,17,2024-12-08,2024-12-10,2025-01-09,Licence logicielle,PO-06383-yB,2024,PAID,2024-12-25,FAC-2024-29346
5398,2024-07-24,78,PUBLIC,3351.78,670.36,4022.14,167.59,502.77,3351.78,1117.26,3,2024-07-24,,2024-09-03,Développement logiciel,PO-38401-Eg,2024,PAID,2024-09-08,FAC-2024-15024
5401,2023-10-06,86,PRIVE,5674.14,1134.83,6808.97,0.0,0.0,6808.97,315.23,18,2023-10-08,,2023-11-13,Développement logiciel,PO-75941-kE,2023,PAID,2023-11-17,FAC-2023-95572
5406,2024-09-18,28,PRIVE,20960.94,4192.19,25153.13,0.0,0.0,25153.13,1905.54,11,2024-09-20,2024-09-23,2024-11-26,Développement logiciel,PO-04552-Cm,2024,PAID,2024-11-24,FAC-2024-91462
5412,2023-10-18,78,PUBLIC,13838.85,2767.77,16606.62,691.94,2075.83,13838.85,1537.65,9,2023-10-19,,2024-01-06,Développement logiciel,PO-46638-Ml,2023,PAID,2024-01-12,FAC-2023-44729
5414,2024-08-13,1,PRIVE,12952.66,2590.53,15543.19,0.0,0.0,15543.19,1850.38,7,2024-08-15,2024-08-17,2024-09-18,Licence logicielle,PO-40330-jv,2024,PAID,2024-09-08,FAC-2024-46573
5415,2024-05-18,66,PRIVE,5596.76,1119.35,6716.11,0.0,0.0,6716.11,430.52,13,2024-05-20,,2024-07-01,Développement logiciel,PO-01950-QI,2024,PAID,2024-07-01,FAC-2024-91051
5418,2023-11-05,84,PRIVE,11312.64,2262.53,13575.17,0.0,0.0,13575.17,1885.44,6,2023-11-07,2023-11-07,2023-12-17,Consulting IT,PO-78243-Zr,2023,PAID,2023-12-18,FAC-2023-42093
