invoice_id,invoice_number,client_name,client_id,issue_date,due_date,payment_date,amount_ht,vat_rate,vat_amount,amount_ttc,currency,status,type,category,payment_method,notes,created_at,updated_at
140,INV-2025-1139,Parent,91,2024-12-08,2025-01-08,2024-12-15,6063.75,0.0,0.0,6063.75,CHF,paid,recurring,Design,direct_debit,,2025-05-21,2025-02-15
141,INV-2025-1140,Allard,443,2024-05-13,2024-07-03,2024-06-12,9866.67,10.0,986.67,10853.34,GBP,paid,credit_note,Support,bank_transfer,,2023-08-20,2025-03-20
142,INV-2025-1141,Dumas,181,2023-09-14,2023-11-08,2023-10-06,2819.27,0.0,0.0,2819.27,EUR,paid,proforma,Support,check,,2025-02-23,2024-08-27
143,INV-2025-1142,Samson et Fils,315,2024-06-24,2024-08-01,,859.64,0.0,0.0,859.64,CHF,overdue,recurring,Design,,,2025-01-20,2025-06-27
144,INV-2025-1143,Lemonnier Ribeiro SA,165,2023-10-09,2023-10-26,2023-10-30,8117.18,5.5,446.44,8563.62,CHF,paid_late,credit_note,IT_Services,check,,2023-08-28,2024-11-26
145,INV-2025-1144,Cousin SARL,21,2025-04-01,2025-05-07,,934.86,5.5,51.42,986.28,USD,overdue,recurring,Support,,,2024-05-10,2025-01-06
146,INV-2025-1145,Moreno,199,2023-11-13,2024-01-06,2023-12-06,3791.23,10.0,379.12,4170.35,CHF,paid,proforma,Design,bank_transfer,Commencement avenir somme page.,2024-01-27,2025-02-01
147,INV-2025-1146,Grondin Pinto et Fils,146,2025-07-01,2025-08-26,2025-07-15,3363.94,20.0,672.79,4036.73,GBP,paid,credit_note,Training,bank_transfer,,2024-02-06,2025-01-17
148,INV-2025-1147,Turpin SARL,67,2024-02-06,2024-03-01,,3171.29,20.0,634.26,3805.55,EUR,overdue,proforma,Development,,,2024-12-31,2025-02-20
149,INV-2025-1148,Pichon SARL,331,2023-11-22,2023-12-28,,6734.15,0.0,0.0,6734.15,CHF,overdue,proforma,IT_Services,,,2024-10-22,2024-11-16
150,INV-2025-1149,Blot,99,2024-11-30,2024-12-26,,3483.15,20.0,696.63,4179.78,USD,overdue,credit_note,Software,,,2024-02-03,2025-01-16
151,INV-2025-1150,Jacob Guillet SA,339,2025-05-09,2025-05-30,2025-06-07,5443.73,0.0,0.0,5443.73,GBP,paid_late,credit_note,Design,check,,2024-01-24,2024-12-18
152,INV-2025-1151,Bruneau,370,2024-10-09,2024-11-04,,7733.87,5.5,425.36,8159.23,CHF,overdue,invoice,Hosting,,,2024-03-09,2025-04-20
153,INV-2025-1152,Delmas S.A.R.L.,120,2024-03-08,2024-04-07,,6144.89,20.0,1228.98,7373.87,USD,overdue,proforma,Support,,Accord soin rencontre vieillard tempête.,2025-02-21,2025-02-01
154,INV-2025-1153,Seguin Benard S.A.,237,2025-04-29,2025-05-26,2025-05-26,9476.59,20.0,1895.32,11371.91,GBP,paid,recurring,Development,direct_debit,,2024-11-29,2024-10-05
155,INV-2025-1154,Potier,447,2024-11-16,2024-12-11,,8032.47,5.5,441.79,8474.26,GBP,overdue,invoice,Support,,Parent taille pays en.,2024-06-30,2024-08-05
156,INV-2025-1155,Foucher,146,2024-10-15,2024-12-04,,7142.87,0.0,0.0,7142.87,EUR,overdue,credit_note,Maintenance,,,2023-11-03,2024-08-27
157,INV-2025-1156,Letellier,419,2025-06-28,2025-08-14,2025-07-12,4430.98,5.5,243.7,4674.68,CHF,paid,proforma,IT_Services,check,,2024-06-10,2024-09-29
158,INV-2025-1157,Laporte,192,2023-12-25,2024-02-10,2024-01-06,3923.04,0.0,0.0,3923.04,USD,paid,invoice,Training,bank_transfer,Tenir sauvage deviner saison jeunesse rideau qui.,2024-04-12,2025-05-31
159,INV-2025-1158,Blanchard S.A.,147,2023-10-20,2023-12-15,2023-12-04,1545.89,0.0,0.0,1545.89,CHF,paid,credit_note,Support,check,,2025-05-22,2025-04-11
160,INV-2025-1159,Robin,281,2025-02-04,2025-02-24,2025-03-14,2234.98,5.5,122.92,2357.9,CHF,paid_late,invoice,Maintenance,credit_card,,2025-03-29,2024-12-23
161,INV-2025-1160,De Sousa SARL,33,2023-08-02,2023-08-20,2023-08-14,6425.62,20.0,1285.12,7710.74,EUR,paid,recurring,Design,direct_debit,,2024-12-27,2025-05-10
162,INV-2025-1161,Diaz,220,2024-12-26,2025-02-11,2025-01-20,7213.59,10.0,721.36,7934.95,EUR,paid,proforma,Hardware,direct_debit,,2025-07-23,2024-12-14
163,INV-2025-1162,Georges Laurent S.A.S.,35,2023-10-15,2023-12-11,2023-12-19,5282.5,10.0,528.25,5810.75,EUR,paid_late,recurring,Support,bank_transfer,,2025-06-09,2025-02-26
164,INV-2025-1163,Jourdan Andre et Fils,177,2024-04-02,2024-05-10,2024-05-31,260.8,0.0,0.0,260.8,USD,paid_late,invoice,Design,paypal,,2025-04-23,2025-01-19
165,INV-2025-1164,Ferreira,426,2025-06-28,2025-08-04,2025-07-12,8153.74,5.5,448.46,8602.2,CHF,paid,recurring,Software,credit_card,,2023-11-09,2024-08-09
166,INV-2025-1165,Ferreira,454,2023-08-20,2023-10-03,2023-09-18,2095.75,5.5,115.27,2211.02,EUR,paid,proforma,Maintenance,direct_debit,,2023-10-07,2024-10-22
167,INV-2025-1166,Chevallier De Sousa SARL,147,2025-06-11,2025-07-30,2025-07-07,462.55,5.5,25.44,487.99,GBP,paid,invoice,Training,paypal,,2024-12-25,2025-05-07
168,INV-2025-1167,Coste,459,2025-01-13,2025-02-20,2025-03-06,4060.22,20.0,812.04,4872.26,CHF,paid_late,proforma,Software,check,,2025-02-19,2025-05-01
169,INV-2025-1168,Bègue,373,2023-11-20,2023-12-28,,5240.83,0.0,0.0,5240.83,CHF,overdue,invoice,Hosting,,,2023-10-08,2025-06-11
170,INV-2025-1169,David,168,2024-08-06,2024-09-01,2024-09-14,3279.99,0.0,0.0,3279.99,GBP,paid_late,proforma,Support,direct_debit,Curiosité histoire demande extraordinaire visible fait.,2025-06-23,2025-03-30
171,INV-2025-1170,Baron,373,2024-04-26,2024-05-21,2024-05-01,3580.32,0.0,0.0,3580.32,GBP,paid,recurring,Maintenance,bank_transfer,,2023-12-18,2024-09-08
172,INV-2025-1171,Dupré S.A.,488,2025-05-11,2025-07-05,2025-06-24,5179.55,5.5,284.88,5464.43,EUR,paid,credit_note,Design,check,,2024-12-03,2025-03-28
173,INV-2025-1172,Le Roux S.A.,197,2024-10-28,2024-11-16,2024-10-30,6487.11,10.0,648.71,7135.82,EUR,paid,credit_note,Support,paypal,,2023-10-29,2025-05-24
174,INV-2025-1173,Salmon S.A.S.,161,2024-10-03,2024-10-22,2024-10-22,5341.65,20.0,1068.33,6409.98,GBP,paid,credit_note,Consulting,bank_transfer,Ni rôle dehors remercier réserver.,2024-10-28,2024-07-24
175,INV-2025-1174,Gimenez Deschamps S.A.,135,2024-02-23,2024-04-09,2024-03-08,9144.07,0.0,0.0,9144.07,GBP,paid,recurring,Hardware,direct_debit,,2023-10-17,2025-04-05
176,INV-2025-1175,Garcia Pelletier S.A.,232,2025-05-25,2025-07-10,2025-05-27,1443.71,0.0,0.0,1443.71,USD,paid,recurring,Consulting,paypal,,2024-10-23,2024-11-25
177,INV-2025-1176,Roux,436,2023-08-04,2023-10-03,2023-08-20,5467.5,10.0,546.75,6014.25,USD,paid,credit_note,Training,direct_debit,,2023-10-30,2025-05-07
178,INV-2025-1177,Vallet SA,14,2024-06-13,2024-07-10,2024-08-03,2443.69,20.0,488.74,2932.43,GBP,paid_late,proforma,Support,direct_debit,,2024-07-27,2025-01-13
179,INV-2025-1178,Sauvage S.A.S.,270,2025-03-18,2025-04-07,2025-04-22,4041.78,20.0,808.36,4850.14,CHF,paid_late,recurring,Design,bank_transfer,,2024-01-12,2025-03-19
180,INV-2025-1179,Albert,66,2023-08-25,2023-09-29,2023-10-27,4554.75,10.0,455.48,5010.23,USD,paid_late,credit_note,Hosting,direct_debit,Atteindre jeter frais.,2025-01-06,2024-09-03
181,INV-2025-1180,Legrand,85,2024-08-06,2024-08-24,,5229.21,10.0,522.92,5752.13,USD,overdue,proforma,Hardware,,,2025-06-21,2024-08-23
182,INV-2025-1181,François Marchand SARL,101,2024-03-29,2024-05-16,,8474.74,10.0,847.47,9322.21,GBP,overdue,credit_note,Maintenance,,,2024-11-19,2025-03-26
183,INV-2025-1182,Godard,88,2024-10-19,2024-11-08,2024-11-19,1769.5,5.5,97.32,1866.82,GBP,paid_late,invoice,IT_Services,bank_transfer,,2024-09-08,2024-11-14
184,INV-2025-1183,Perrin,393,2024-07-09,2024-09-03,2024-08-27,2720.09,5.5,149.6,2869.69,CHF,paid,invoice,Support,direct_debit,,2025-03-30,2025-04-21
185,INV-2025-1184,Perret Sauvage S.A.,153,2023-10-19,2023-11-22,2023-12-21,8066.41,20.0,1613.28,9679.69,CHF,paid_late,invoice,IT_Services,credit_card,,2024-06-09,2024-12-01
186,INV-2025-1185,Legros,161,2025-04-25,2025-06-09,2025-06-08,3467.91,5.5,190.74,3658.65,GBP,paid,proforma,Hosting,credit_card,Énergie énergie devant unique.,2025-01-07,2025-07-16
187,INV-2025-1186,Clément SA,63,2024-07-25,2024-09-10,2024-07-31,3259.25,20.0,651.85,3911.1,GBP,paid,recurring,Hardware,credit_card,,2024-06-23,2024-08-29
188,INV-2025-1187,Dumont,128,2025-02-20,2025-03-25,,8655.22,20.0,1731.04,10386.26,USD,overdue,proforma,Design,,Attaquer vague mode plaisir fumée son traverser.,2024-06-16,2025-06-25
189,INV-2025-1188,Hervé S.A.S.,256,2025-07-03,2025-07-30,2025-07-20,5032.83,20.0,1006.57,6039.4,GBP,paid,recurring,IT_Services,bank_transfer,Étroit musique croire personne de.,2023-10-16,2024-12-06
190,INV-2025-1189,Noël,25,2025-05-09,2025-06-25,2025-07-02,2483.21,10.0,248.32,2731.53,EUR,paid_late,proforma,Support,direct_debit,Mouvement rien sentier vieux rouler.,2024-11-11,2025-04-11
191,INV-2025-1190,Raynaud et Fils,434,2024-12-03,2025-01-28,2025-01-26,2928.91,0.0,0.0,2928.91,EUR,paid,recurring,Software,paypal,Amener donner reconnaître toi être.,2023-12-11,2025-06-26
192,INV-2025-1191,Muller,186,2023-11-11,2023-12-21,2024-01-04,4065.76,5.5,223.62,4289.38,GBP,paid_late,invoice,Hosting,direct_debit,,2023-11-11,2025-05-06
193,INV-2025-1192,Letellier S.A.S.,66,2024-11-25,2025-01-14,2024-11-27,9892.0,0.0,0.0,9892.0,EUR,paid,recurring,Training,paypal,,2024-01-07,2024-12-16
194,INV-2025-1193,Barbier,257,2024-06-13,2024-07-21,2024-07-27,2070.67,20.0,414.13,2484.8,EUR,paid_late,invoice,IT_Services,credit_card,Endroit entrée trembler nouveau sourd chose.,2025-02-28,2025-03-20
195,INV-2025-1194,Maillard S.A.R.L.,168,2023-08-30,2023-10-14,2023-11-03,1574.51,5.5,86.6,1661.11,GBP,paid_late,credit_note,Hosting,direct_debit,Jour hésiter donner rappeler calme gris.,2024-02-28,2025-04-12
196,INV-2025-1195,Laine,363,2024-12-30,2025-02-02,2025-02-25,5122.42,20.0,1024.48,6146.9,GBP,paid_late,recurring,IT_Services,paypal,,2024-12-23,2024-11-19
197,INV-2025-1196,Delaunay Joseph SA,306,2023-08-27,2023-09-18,,5878.65,0.0,0.0,5878.65,CHF,overdue,proforma,Design,,,2023-07-29,2024-10-10
198,INV-2025-1197,Gosselin Dos Santos SARL,76,2024-03-13,2024-03-31,2024-04-27,1788.07,20.0,357.61,2145.68,USD,paid_late,invoice,Design,bank_transfer,,2024-03-04,2024-11-27
199,INV-2025-1198,Letellier,211,2023-10-24,2023-12-06,2023-10-24,1599.17,5.5,87.95,1687.12,CHF,paid,invoice,Software,direct_debit,,2024-06-22,2024-09-29
200,INV-2025-1199,Rossi,161,2023-10-31,2023-12-05,,4835.87,20.0,967.17,5803.04,USD,overdue,recurring,Development,,,2025-01-20,2024-10-20
201,INV-2025-1200,Guérin,313,2024-08-14,2024-09-20,2024-10-07,8689.78,10.0,868.98,9558.76,CHF,paid_late,credit_note,Hardware,paypal,,2024-05-27,2025-06-22
202,INV-2025-1201,Nguyen SA,361,2025-02-18,2025-03-19,,9824.38,10.0,982.44,10806.82,USD,overdue,recurring,Training,,,2024-07-15,2025-07-15
203,INV-2025-1202,Bruneau,148,2023-09-21,2023-11-10,,7974.51,10.0,797.45,8771.96,EUR,overdue,recurring,Hosting,,Mourir presque général camarade aide entrée.,2025-04-06,2025-03-20
204,INV-2025-1203,Nguyen SA,178,2024-07-14,2024-08-07,2024-08-18,2947.54,0.0,0.0,2947.54,CHF,paid_late,proforma,Support,credit_card,,2024-01-28,2025-01-08
205,INV-2025-1204,Delaunay SARL,71,2024-10-22,2024-12-10,2024-11-29,5663.98,10.0,566.4,6230.38,EUR,paid,credit_note,Hardware,bank_transfer,,2025-02-22,2024-12-02
206,INV-2025-1205,Garnier Gros et Fils,212,2024-01-11,2024-02-28,2024-02-12,2405.08,0.0,0.0,2405.08,GBP,paid,recurring,Consulting,credit_card,,2023-10-20,2025-02-14
207,INV-2025-1206,Diallo Lévêque SARL,245,2024-08-22,2024-10-11,,1663.62,20.0,332.72,1996.34,USD,overdue,proforma,Training,,,2025-02-07,2025-06-06
208,INV-2025-1207,Huet Henry S.A.,274,2024-12-05,2024-12-23,,985.66,5.5,54.21,1039.87,EUR,overdue,credit_note,Hosting,,Cou observer recherche permettre comprendre.,2025-03-15,2025-03-24
209,INV-2025-1208,Faivre,404,2024-08-09,2024-09-04,,459.76,20.0,91.95,551.71,CHF,overdue,credit_note,Maintenance,,Recevoir hors tomber mois partie par soi.,2024-11-22,2024-11-22
210,INV-2025-1209,Lelièvre S.A.R.L.,146,2023-11-17,2023-12-02,2023-12-08,6067.55,10.0,606.75,6674.3,CHF,paid_late,recurring,Software,direct_debit,,2024-11-25,2024-11-17
211,INV-2025-1210,Maury,332,2025-04-01,2025-04-28,,3373.77,20.0,674.75,4048.52,GBP,overdue,credit_note,IT_Services,,Étroit autrement impression annoncer.,2024-05-05,2025-06-11
212,INV-2025-1211,Bonneau S.A.S.,313,2024-03-01,2024-04-03,2024-03-08,7597.1,5.5,417.84,8014.94,CHF,paid,recurring,Development,paypal,,2024-08-20,2024-12-19
213,INV-2025-1212,Lebreton S.A.S.,166,2024-07-16,2024-09-11,2024-09-10,9818.68,20.0,1963.74,11782.42,USD,paid,invoice,Maintenance,check,,2024-12-11,2024-10-04
214,INV-2025-1213,Charrier,134,2024-03-28,2024-04-29,,3089.26,0.0,0.0,3089.26,GBP,overdue,credit_note,IT_Services,,,2023-11-18,2024-08-16
215,INV-2025-1214,Delannoy,354,2024-07-06,2024-08-19,2024-07-16,4113.62,10.0,411.36,4524.98,EUR,paid,proforma,Training,direct_debit,,2023-09-27,2025-02-04
216,INV-2025-1215,Hoarau et Fils,213,2024-12-05,2024-12-28,2024-12-21,4604.29,10.0,460.43,5064.72,CHF,paid,credit_note,Hardware,direct_debit,Voix mais ombre facile terrible fixe.,2025-03-16,2024-12-01
217,INV-2025-1216,François,40,2024-12-31,2025-01-20,2025-01-05,5328.91,10.0,532.89,5861.8,EUR,paid,invoice,Development,direct_debit,,2024-04-05,2024-08-28
218,INV-2025-1217,Jacquet,60,2024-09-28,2024-11-16,2024-12-02,3348.36,20.0,669.67,4018.03,USD,paid_late,recurring,Consulting,direct_debit,,2024-02-04,2025-04-30
219,INV-2025-1218,Le Roux Faure S.A.S.,289,2025-05-14,2025-06-01,2025-06-14,5181.15,20.0,1036.23,6217.38,EUR,paid_late,recurring,Maintenance,bank_transfer,,2024-12-20,2024-09-16
220,INV-2025-1219,Bègue,217,2025-07-04,2025-07-19,2025-07-12,5825.28,0.0,0.0,5825.28,GBP,paid,invoice,Development,bank_transfer,Cercle président barbe mine paupière envoyer.,2023-10-31,2025-04-09
221,INV-2025-1220,Imbert et Fils,210,2025-01-18,2025-02-06,,4773.5,10.0,477.35,5250.85,USD,overdue,credit_note,Hosting,,,2024-06-16,2025-02-05
222,INV-2025-1221,Ruiz,193,2024-04-29,2024-06-07,2024-04-30,9179.44,20.0,1835.89,11015.33,EUR,paid,credit_note,Training,bank_transfer,,2023-12-10,2024-10-14
223,INV-2025-1222,Olivier,428,2024-04-13,2024-06-01,2024-06-26,1360.74,5.5,74.84,1435.58,EUR,paid_late,invoice,Maintenance,check,,2024-01-15,2024-09-14
224,INV-2025-1223,Roussel,127,2023-11-20,2024-01-08,2023-11-27,3854.84,5.5,212.02,4066.86,CHF,paid,proforma,Software,paypal,,2024-08-21,2025-05-18
225,INV-2025-1224,Peltier SARL,124,2024-09-14,2024-10-06,2024-11-04,6635.96,0.0,0.0,6635.96,USD,paid_late,invoice,Consulting,direct_debit,,2025-06-03,2025-05-16
226,INV-2025-1225,Brunet,380,2024-11-14,2025-01-06,2024-11-26,8734.9,5.5,480.42,9215.32,EUR,paid,recurring,Support,credit_card,,2023-11-26,2024-10-01
227,INV-2025-1226,Mace Navarro SA,418,2025-04-28,2025-05-16,2025-05-31,9935.49,5.5,546.45,10481.94,GBP,paid_late,proforma,Hardware,paypal,Facile problème vêtir on ramener répéter.,2024-01-21,2025-02-15
228,INV-2025-1227,Leclercq,32,2024-01-24,2024-03-21,2024-02-23,4194.25,10.0,419.43,4613.68,USD,paid,recurring,Development,check,,2024-05-04,2025-04-12
229,INV-2025-1228,Pinto,357,2024-10-08,2024-11-14,,6746.29,10.0,674.63,7420.92,CHF,overdue,recurring,Software,,,2025-03-12,2024-11-09
230,INV-2025-1229,Renard,154,2025-03-18,2025-04-13,2025-04-24,4787.84,5.5,263.33,5051.17,USD,paid_late,recurring,IT_Services,direct_debit,,2025-04-18,2024-10-08
231,INV-2025-1230,Deschamps Roux et Fils,131,2025-04-05,2025-05-16,2025-06-02,1427.52,5.5,78.51,1506.03,USD,paid_late,proforma,Consulting,check,Son mien bonheur sentiment seuil droite recueillir.,2024-02-20,2025-01-13
232,INV-2025-1231,Nguyen Robin S.A.,138,2025-06-25,2025-07-15,2025-07-19,8311.12,0.0,0.0,8311.12,CHF,paid_late,invoice,Consulting,credit_card,Sourire tout garder forêt faveur fine avouer.,2024-01-14,2024-08-03
233,INV-2025-1232,Rodrigues,107,2024-03-26,2024-05-17,2024-04-04,5632.62,20.0,1126.52,6759.14,GBP,paid,proforma,IT_Services,credit_card,Apercevoir terreur interroger sauver.,2025-03-04,2025-04-23
234,INV-2025-1233,Chevalier SA,357,2024-07-21,2024-08-12,2024-09-02,7567.87,5.5,416.23,7984.1,USD,paid_late,recurring,Hardware,direct_debit,,2024-02-07,2024-10-14
235,INV-2025-1234,Masson,158,2025-05-01,2025-06-03,2025-05-15,5383.14,10.0,538.31,5921.45,GBP,paid,proforma,Development,check,,2025-03-17,2024-11-12
236,INV-2025-1235,Rousseau S.A.,190,2024-01-23,2024-03-08,2024-02-21,3270.31,5.5,179.87,3450.18,GBP,paid,recurring,IT_Services,direct_debit,Passage papa attirer seconde lever mari.,2024-11-25,2025-02-08
237,INV-2025-1236,Klein Gilbert SA,152,2024-10-11,2024-11-04,2024-11-03,5577.78,20.0,1115.56,6693.34,USD,paid,credit_note,Training,credit_card,,2024-11-12,2024-12-07
238,INV-2025-1237,Lemoine,132,2024-01-25,2024-02-24,2024-03-20,6580.62,10.0,658.06,7238.68,CHF,paid_late,recurring,Support,credit_card,Maintenir exposer un membre.,2025-03-25,2025-02-05
239,INV-2025-1238,Lelièvre,95,2024-09-25,2024-11-01,2024-09-26,7231.1,20.0,1446.22,8677.32,EUR,paid,invoice,Consulting,bank_transfer,Partir visible détruire.,2023-08-05,2024-12-08
240,INV-2025-1239,Guillot,363,2025-03-26,2025-05-06,2025-04-01,6343.95,0.0,0.0,6343.95,USD,paid,invoice,Hardware,direct_debit,,2025-02-12,2025-04-04
241,INV-2025-1240,Lucas,338,2024-11-21,2024-12-09,2024-11-26,6700.87,20.0,1340.17,8041.04,CHF,paid,invoice,IT_Services,direct_debit,,2023-08-27,2024-12-07
242,INV-2025-1241,Merle Pottier S.A.R.L.,9,2024-09-19,2024-10-04,2024-10-05,7249.71,10.0,724.97,7974.68,CHF,paid_late,credit_note,Consulting,bank_transfer,,2025-01-14,2025-01-25
243,INV-2025-1242,Andre Auger S.A.R.L.,137,2024-11-24,2024-12-24,2024-12-11,5311.91,10.0,531.19,5843.1,CHF,paid,invoice,Training,check,,2023-08-21,2024-11-14
244,INV-2025-1243,Bourgeois SA,335,2023-12-26,2024-01-25,,2335.99,0.0,0.0,2335.99,EUR,overdue,invoice,Hosting,,,2024-03-25,2025-07-20
245,INV-2025-1244,Devaux,43,2024-03-19,2024-05-08,2024-05-08,6403.81,5.5,352.21,6756.02,CHF,paid,recurring,Training,direct_debit,Détruire rapide continuer exemple rentrer soir erreur.,2023-10-28,2025-05-29
246,INV-2025-1245,Alexandre,109,2024-05-03,2024-05-24,,9199.61,5.5,505.98,9705.59,CHF,overdue,proforma,IT_Services,,Sujet finir vieillard lentement lettre tomber.,2024-08-30,2024-11-03
247,INV-2025-1246,Petitjean S.A.R.L.,92,2025-04-05,2025-06-02,,9003.19,0.0,0.0,9003.19,GBP,overdue,invoice,Hardware,,,2023-09-23,2025-01-06
248,INV-2025-1247,Morvan Cousin SARL,84,2024-11-01,2024-12-31,,9295.86,10.0,929.59,10225.45,USD,overdue,recurring,Development,,,2023-10-11,2024-08-23
249,INV-2025-1248,Cohen,257,2024-04-02,2024-04-25,2024-04-30,6924.17,0.0,0.0,6924.17,GBP,paid_late,invoice,Consulting,check,,2024-11-03,2025-04-27
250,INV-2025-1249,Marty,497,2024-06-17,2024-07-06,2024-07-03,7713.16,20.0,1542.63,9255.79,GBP,paid,invoice,Maintenance,check,,2024-07-05,2024-08-08
251,INV-2025-1250,Paris,349,2025-02-06,2025-03-15,2025-03-12,3816.73,5.5,209.92,4026.65,CHF,paid,invoice,Design,paypal,Avance pas face rêve.,2025-01-01,2024-09-23
252,INV-2025-1251,Fontaine,365,2023-08-16,2023-10-15,2023-08-29,2752.92,20.0,550.58,3303.5,USD,paid,recurring,Training,paypal,,2023-10-30,2024-08-18
253,INV-2025-1252,Étienne,53,2024-01-22,2024-02-06,,4502.89,10.0,450.29,4953.18,USD,overdue,invoice,Software,,,2024-05-16,2025-02-28
254,INV-2025-1253,Potier Lebreton SARL,46,2023-08-17,2023-10-06,2023-10-14,4139.64,0.0,0.0,4139.64,GBP,paid_late,invoice,Design,direct_debit,Hier avant chambre faire enfermer doute.,2023-10-20,2024-08-02
255,INV-2025-1254,Paul,372,2025-02-13,2025-03-24,2025-03-03,4196.72,0.0,0.0,4196.72,USD,paid,credit_note,Hosting,credit_card,,2024-05-19,2025-07-13
256,INV-2025-1255,Becker,223,2024-10-01,2024-11-04,2024-10-12,1544.75,5.5,84.96,1629.71,GBP,paid,recurring,Maintenance,check,Préparer croix or pourquoi vue.,2023-12-26,2024-09-08
257,INV-2025-1256,Giraud,305,2023-11-05,2023-12-13,2023-11-12,2541.24,20.0,508.25,3049.49,USD,paid,recurring,Consulting,credit_card,,2025-06-21,2025-04-26
258,INV-2025-1257,Martineau,226,2024-07-02,2024-08-11,2024-07-10,6239.9,10.0,623.99,6863.89,GBP,paid,recurring,Design,credit_card,,2024-04-18,2025-04-24
259,INV-2025-1258,Ribeiro,91,2023-09-11,2023-11-03,,2088.43,10.0,208.84,2297.27,CHF,overdue,proforma,Maintenance,,Prétendre toucher pas reste.,2024-08-22,2024-10-18
260,INV-2025-1259,Gomez Teixeira SA,167,2023-10-25,2023-12-19,2023-11-13,5801.2,5.5,319.07,6120.27,CHF,paid,proforma,Hosting,paypal,,2024-04-29,2025-02-23
261,INV-2025-1260,Courtois,350,2024-10-09,2024-11-29,2024-11-13,9972.92,5.5,548.51,10521.43,EUR,paid,recurring,Hardware,check,Or bas en yeux.,2025-02-01,2025-01-25
262,INV-2025-1261,Bruneau,345,2024-09-03,2024-11-01,2024-10-12,8493.1,20.0,1698.62,10191.72,CHF,paid,credit_note,Maintenance,credit_card,,2023-09-19,2024-09-09
263,INV-2025-1262,Turpin,230,2024-03-25,2024-04-18,2024-04-01,7911.86,0.0,0.0,7911.86,CHF,paid,recurring,Development,direct_debit,Étendre soudain renoncer passé confier vers guerre.,2025-06-30,2025-06-25
264,INV-2025-1263,Paul S.A.,360,2023-09-04,2023-11-02,2023-11-23,463.98,10.0,46.4,510.38,EUR,paid_late,invoice,Hardware,paypal,,2024-03-16,2024-09-25
265,INV-2025-1264,Perrot Paul SARL,496,2023-11-25,2024-01-18,2023-12-26,9837.72,20.0,1967.54,11805.26,GBP,paid,recurring,Consulting,bank_transfer,,2025-05-11,2024-08-22
266,INV-2025-1265,Marchand,229,2024-02-02,2024-03-02,2024-02-21,5236.1,5.5,287.99,5524.09,GBP,paid,recurring,Support,direct_debit,,2024-11-20,2024-11-17
267,INV-2025-1266,Gaudin et Fils,152,2024-11-11,2024-12-05,2025-01-01,343.17,0.0,0.0,343.17,CHF,paid_late,invoice,Consulting,credit_card,,2023-12-01,2025-03-10
268,INV-2025-1267,Delmas Ferrand et Fils,179,2024-10-16,2024-11-21,2024-10-30,2147.99,20.0,429.6,2577.59,CHF,paid,invoice,Support,check,,2025-06-23,2025-03-15
269,INV-2025-1268,Leroy SA,435,2024-04-10,2024-05-14,2024-06-03,7136.71,0.0,0.0,7136.71,GBP,paid_late,invoice,Software,credit_card,,2023-08-28,2025-03-29
270,INV-2025-1269,Gilles,119,2025-03-12,2025-05-01,2025-05-06,5642.5,20.0,1128.5,6771.0,CHF,paid_late,credit_note,Software,check,,2024-01-03,2025-05-17
271,INV-2025-1270,Maurice,200,2024-10-09,2024-12-02,,4550.79,20.0,910.16,5460.95,EUR,overdue,credit_note,Hardware,,,2024-12-01,2024-08-03
272,INV-2025-1271,Clerc,410,2024-08-12,2024-10-11,,719.38,0.0,0.0,719.38,USD,overdue,proforma,Training,,,2024-03-14,2025-01-26
273,INV-2025-1272,De Sousa,306,2024-01-29,2024-02-20,2024-03-08,8640.1,10.0,864.01,9504.11,CHF,paid_late,recurring,Design,bank_transfer,,2023-09-18,2025-04-16
274,INV-2025-1273,Legros,471,2023-09-07,2023-10-21,2023-09-22,8156.01,10.0,815.6,8971.61,EUR,paid,credit_note,Training,bank_transfer,,2024-08-03,2025-01-19
275,INV-2025-1274,Bouvier Wagner SARL,215,2023-12-28,2024-01-19,2024-01-30,6965.02,20.0,1393.0,8358.02,USD,paid_late,recurring,Hosting,credit_card,,2025-02-13,2025-06-22
276,INV-2025-1275,Samson Lemaître S.A.S.,285,2024-04-16,2024-06-04,2024-05-24,6488.07,5.5,356.84,6844.91,USD,paid,recurring,Maintenance,credit_card,,2024-10-02,2024-09-02
277,INV-2025-1276,Rivière,249,2024-03-26,2024-05-08,2024-04-18,8668.67,0.0,0.0,8668.67,USD,paid,credit_note,Hosting,direct_debit,,2024-02-16,2025-01-13
278,INV-2025-1277,Girard SARL,251,2024-01-31,2024-03-17,2024-02-13,4968.09,20.0,993.62,5961.71,USD,paid,invoice,Design,bank_transfer,Soi genou vent tache roman tracer.,2025-02-03,2024-11-21
279,INV-2025-1278,Buisson,87,2023-12-17,2024-01-15,2024-01-01,2821.04,10.0,282.1,3103.14,CHF,paid,recurring,Development,direct_debit,,2024-07-20,2025-02-01
280,INV-2025-1279,Simon,278,2025-06-04,2025-06-26,2025-07-03,5476.75,10.0,547.67,6024.42,EUR,paid_late,recurring,Development,credit_card,Trois lire vers cruel.,2024-04-23,2024-08-11
281,INV-2025-1280,Godard,153,2023-08-31,2023-09-21,2023-09-27,6571.35,5.5,361.42,6932.77,EUR,paid_late,recurring,Maintenance,paypal,Drôle accord bruit cesser discours faible français.,2023-08-28,2024-12-25
