STATEMENT_ID,STATEMENT_DATE,OPERATION_LABEL,ADDITIONAL_LABEL,DEBIT,CREDIT,COMMENTS,RELATED_INVOICE_ID,CREATED_AT,SOURCE_FILENAME,FILE_BLOB,MIME_TYPE,RELATED_EXPENSE_ID,VALUE_DATE,MATCH_TYPE,GROUPED_INVOICE_IDS,ACTUAL_INVOICE_ID
540,2024-09-11,VIREMENT RECU,REF: FAC-2024-03273 - Formation technique,,40897.68,Paiement facture FAC-2024-03273,1313.0,2025-07-28 15:45:43.056608,releve_202409.csv,,text/csv,,2024-09-11,MATCHED,,
541,2025-01-24,VIREMENT RECU,REF: FAC-2024-66100 - Formation technique,,861.55,Paiement facture FAC-2024-66100,1317.0,2025-07-28 15:45:43.056608,releve_202501.csv,,text/csv,,2025-01-24,MATCHED,,
542,2025-02-24,VIREMENT RECU,REF: FAC-2024-51217 - Formation technique,,7398.29,Paiement facture FAC-2024-51217,1322.0,2025-07-28 15:45:43.057624,releve_202502.csv,,text/csv,,2025-02-24,MATCHED,,
543,2025-08-20,VIREMENT RECU,REF: FAC-2025-60533 - Développement logiciel,,2984.56,Paiement facture FAC-2025-60533,1327.0,2025-07-28 15:45:43.057624,releve_202508.csv,,text/csv,,2025-08-20,MATCHED,,
544,2024-04-18,VIREMENT RECU,REF: FAC-2024-36716 - Consulting IT,,8190.95,Paiement facture FAC-2024-36716,1328.0,2025-07-28 15:45:43.057624,releve_202404.csv,,text/csv,,2024-04-18,MATCHED,,
545,2025-01-05,VIREMENT RECU,REF: FAC-2024-54881 - Consulting IT,,10645.44,Paiement facture FAC-2024-54881,1333.0,2025-07-28 15:45:43.057624,releve_202501.csv,,text/csv,,2025-01-05,MATCHED,,
546,2025-03-20,VIREMENT RECU,REF: FAC-2025-95192 - Développement logiciel,,5466.0,Paiement facture FAC-2025-95192,1338.0,2025-07-28 15:45:43.057624,releve_202503.csv,,text/csv,,2025-03-20,MATCHED,,
547,2025-01-01,VIREMENT RECU,REF: FAC-2024-74589 - Maintenance SaaS,,30807.34,Paiement facture FAC-2024-74589,1340.0,2025-07-28 15:45:43.057624,releve_202501.csv,,text/csv,,2025-01-01,MATCHED,,
548,2023-10-24,VIREMENT RECU,REF: FAC-2023-28944 - Consulting IT,,3824.64,Paiement facture FAC-2023-28944,1342.0,2025-07-28 15:45:43.057624,releve_202310.csv,,text/csv,,2023-10-24,MATCHED,,
549,2025-04-02,VIREMENT RECU,REF: FAC-2025-34317 - Développement logiciel,,17363.81,Paiement facture FAC-2025-34317,1343.0,2025-07-28 15:45:43.057624,releve_202504.csv,,text/csv,,2025-04-02,MATCHED,,
550,2023-11-13,VIREMENT RECU,REF: FAC-2023-30286 - Consulting IT,,1909.22,Paiement facture FAC-2023-30286,1349.0,2025-07-28 15:45:43.057624,releve_202311.csv,,text/csv,,2023-11-13,MATCHED,,
551,2024-05-22,VIREMENT RECU,REF: FAC-2024-13183 - Développement logiciel,,5860.4,Paiement facture FAC-2024-13183,1350.0,2025-07-28 15:45:43.057624,releve_202405.csv,,text/csv,,2024-05-22,MATCHED,,
552,2024-09-20,VIREMENT RECU,REF: FAC-2024-71527 - Consulting IT,,30332.34,Paiement facture FAC-2024-71527,1352.0,2025-07-28 15:45:43.057624,releve_202409.csv,,text/csv,,2024-09-20,MATCHED,,
553,2024-02-06,VIREMENT RECU,REF: FAC-2023-62264 - Consulting IT,,15556.63,Paiement facture FAC-2023-62264,1354.0,2025-07-28 15:45:43.057624,releve_202402.csv,,text/csv,,2024-02-06,MATCHED,,
554,2024-06-23,VIREMENT RECU,REF: FAC-2024-78135 - Maintenance SaaS,,4165.56,Paiement facture FAC-2024-78135,1357.0,2025-07-28 15:45:43.057624,releve_202406.csv,,text/csv,,2024-06-23,MATCHED,,
555,2024-06-22,VIREMENT RECU,REF: FAC-2024-39058 - Développement logiciel,,3164.91,Paiement facture FAC-2024-39058,1358.0,2025-07-28 15:45:43.057624,releve_202406.csv,,text/csv,,2024-06-22,MATCHED,,
556,2023-09-26,VIREMENT RECU,REF: FAC-2023-78354 - Maintenance SaaS,,5831.28,Paiement facture FAC-2023-78354,1359.0,2025-07-28 15:45:43.057624,releve_202309.csv,,text/csv,,2023-09-26,MATCHED,,
557,2024-06-27,VIREMENT RECU,REF: FAC-2024-95616 - Consulting IT,,16301.52,Paiement facture FAC-2024-95616,1361.0,2025-07-28 15:45:43.057624,releve_202406.csv,,text/csv,,2024-06-27,MATCHED,,
558,2025-05-21,VIREMENT RECU,REF: FAC-2025-73667 - Maintenance SaaS,,5299.31,Paiement facture FAC-2025-73667,1362.0,2025-07-28 15:45:43.057624,releve_202505.csv,,text/csv,,2025-05-21,MATCHED,,
559,2025-02-02,VIREMENT RECU,REF: FAC-2024-26718 - Développement logiciel,,1126.44,Paiement facture FAC-2024-26718,1366.0,2025-07-28 15:45:43.057624,releve_202502.csv,,text/csv,,2025-02-02,MATCHED,,
560,2025-04-12,VIREMENT RECU,REF: FAC-2025-23315 - Maintenance SaaS,,4956.64,Paiement facture FAC-2025-23315,1369.0,2025-07-28 15:45:43.057624,releve_202504.csv,,text/csv,,2025-04-12,MATCHED,,
561,2025-07-13,VIREMENT RECU,REF: FAC-2025-85195 - Développement logiciel,,9424.4,Paiement facture FAC-2025-85195,1372.0,2025-07-28 15:45:43.058689,releve_202507.csv,,text/csv,,2025-07-13,MATCHED,,
562,2024-07-18,VIREMENT RECU,REF: FAC-2024-24000 - Formation technique,,6372.8,Paiement facture FAC-2024-24000,1373.0,2025-07-28 15:45:43.058689,releve_202407.csv,,text/csv,,2024-07-18,MATCHED,,
563,2024-02-02,VIREMENT RECU,REF: FAC-2023-33030 - Développement logiciel,,2715.85,Paiement facture FAC-2023-33030,1375.0,2025-07-28 15:45:43.058689,releve_202402.csv,,text/csv,,2024-02-02,MATCHED,,
564,2024-10-24,VIREMENT RECU,REF: FAC-2024-56238 - Consulting IT,,217.51,Paiement facture FAC-2024-56238,1376.0,2025-07-28 15:45:43.058689,releve_202410.csv,,text/csv,,2024-10-24,MATCHED,,
565,2024-01-14,VIREMENT RECU,REF: FAC-2023-84674 - Développement logiciel,,20878.8,Paiement facture FAC-2023-84674,1377.0,2025-07-28 15:45:43.058689,releve_202401.csv,,text/csv,,2024-01-14,MATCHED,,
566,2025-04-03,VIREMENT RECU,REF: FAC-2025-62241 - Formation technique,,9089.44,Paiement facture FAC-2025-62241,1378.0,2025-07-28 15:45:43.058689,releve_202504.csv,,text/csv,,2025-04-03,MATCHED,,
567,2023-12-27,VIREMENT RECU,REF: FAC-2023-81720 - Formation technique,,587.13,Paiement facture FAC-2023-81720,1381.0,2025-07-28 15:45:43.058689,releve_202312.csv,,text/csv,,2023-12-27,MATCHED,,
568,2024-06-18,VIREMENT RECU,REF: FAC-2024-51831 - Hébergement cloud,,3371.76,Paiement facture FAC-2024-51831,1384.0,2025-07-28 15:45:43.058689,releve_202406.csv,,text/csv,,2024-06-18,MATCHED,,
569,2024-07-26,VIREMENT RECU,REF: FAC-2024-70810 - Formation technique,,537.02,Paiement facture FAC-2024-70810,1385.0,2025-07-28 15:45:43.059150,releve_202407.csv,,text/csv,,2024-07-26,MATCHED,,
570,2024-05-27,VIREMENT RECU,REF: FAC-2024-05502 - Hébergement cloud,,1742.4,Paiement facture FAC-2024-05502,1388.0,2025-07-28 15:45:43.059150,releve_202405.csv,,text/csv,,2024-05-27,MATCHED,,
571,2025-08-18,VIREMENT RECU,REF: FAC-2025-81372 - Développement logiciel,,6973.6,Paiement facture FAC-2025-81372,1389.0,2025-07-28 15:45:43.059150,releve_202508.csv,,text/csv,,2025-08-18,MATCHED,,
572,2024-12-24,VIREMENT RECU,REF: FAC-2024-55344 - Maintenance SaaS,,8581.54,Paiement facture FAC-2024-55344,1390.0,2025-07-28 15:45:43.059150,releve_202412.csv,,text/csv,,2024-12-24,MATCHED,,
573,2025-07-20,VIREMENT RECU,REF: FAC-2025-53957 - Développement logiciel,,39077.52,Paiement facture FAC-2025-53957,1393.0,2025-07-28 15:45:43.059150,releve_202507.csv,,text/csv,,2025-07-20,MATCHED,,
574,2023-12-31,VIREMENT RECU,REF: FAC-2023-76510 - Hébergement cloud,,8371.55,Paiement facture FAC-2023-76510,1394.0,2025-07-28 15:45:43.059525,releve_202312.csv,,text/csv,,2023-12-31,MATCHED,,
575,2025-06-21,VIREMENT RECU,REF: FAC-2025-43089 - Maintenance SaaS,,20661.96,Paiement facture FAC-2025-43089,1405.0,2025-07-28 15:45:43.059525,releve_202506.csv,,text/csv,,2025-06-21,MATCHED,,
576,2024-04-21,VIREMENT RECU,REF: FAC-2024-08046 - Licence logicielle,,4569.31,Paiement facture FAC-2024-08046,1406.0,2025-07-28 15:45:43.059525,releve_202404.csv,,text/csv,,2024-04-21,MATCHED,,
577,2024-02-11,VIREMENT RECU,REF: FAC-2023-41903 - Maintenance SaaS,,24077.56,Paiement facture FAC-2023-41903,1407.0,2025-07-28 15:45:43.059525,releve_202402.csv,,text/csv,,2024-02-11,MATCHED,,
578,2024-01-03,VIREMENT RECU,REF: FAC-2023-11158 - Maintenance SaaS,,20965.98,Paiement facture FAC-2023-11158,1409.0,2025-07-28 15:45:43.059525,releve_202401.csv,,text/csv,,2024-01-03,MATCHED,,
579,2024-12-20,VIREMENT RECU,REF: FAC-2024-54581 - Licence logicielle,,32988.06,Paiement facture FAC-2024-54581,1413.0,2025-07-28 15:45:43.059525,releve_202412.csv,,text/csv,,2024-12-20,MATCHED,,
580,2023-12-07,VIREMENT RECU,REF: FAC-2023-83229 - Licence logicielle,,10587.74,Paiement facture FAC-2023-83229,1415.0,2025-07-28 15:45:43.059525,releve_202312.csv,,text/csv,,2023-12-07,MATCHED,,
581,2024-10-13,VIREMENT RECU,REF: FAC-2024-20033 - Formation technique,,39121.92,Paiement facture FAC-2024-20033,1417.0,2025-07-28 15:45:43.059525,releve_202410.csv,,text/csv,,2024-10-13,MATCHED,,
582,2025-01-17,VIREMENT RECU,REF: FAC-2024-21967 - Formation technique,,9012.85,Paiement facture FAC-2024-21967,1419.0,2025-07-28 15:45:43.059525,releve_202501.csv,,text/csv,,2025-01-17,MATCHED,,
583,2025-02-05,VIREMENT RECU,REF: FAC-2024-44179 - Développement logiciel,,734.98,Paiement facture FAC-2024-44179,1421.0,2025-07-28 15:45:43.059525,releve_202502.csv,,text/csv,,2025-02-05,MATCHED,,
584,2024-03-08,VIREMENT RECU,REF: FAC-2023-57122 - Consulting IT,,26275.7,Paiement facture FAC-2023-57122,1428.0,2025-07-28 15:45:43.059525,releve_202403.csv,,text/csv,,2024-03-08,MATCHED,,
585,2025-02-20,VIREMENT RECU,REF: FAC-2024-44444 - Maintenance SaaS,,33422.06,Paiement facture FAC-2024-44444,1430.0,2025-07-28 15:45:43.059525,releve_202502.csv,,text/csv,,2025-02-20,MATCHED,,
586,2024-08-02,VIREMENT RECU,REF: FAC-2024-71272 - Hébergement cloud,,2921.04,Paiement facture FAC-2024-71272,1433.0,2025-07-28 15:45:43.059525,releve_202408.csv,,text/csv,,2024-08-02,MATCHED,,
587,2025-07-04,VIREMENT RECU,REF: FAC-2025-49972 - Consulting IT,,20324.83,Paiement facture FAC-2025-49972,1434.0,2025-07-28 15:45:43.059525,releve_202507.csv,,text/csv,,2025-07-04,MATCHED,,
588,2025-07-14,VIREMENT RECU,REF: FAC-2025-45334 - Consulting IT,,8431.85,Paiement facture FAC-2025-45334,1437.0,2025-07-28 15:45:43.059525,releve_202507.csv,,text/csv,,2025-07-14,MATCHED,,
589,2025-09-14,VIREMENT RECU,REF: FAC-2025-71292 - Hébergement cloud,,17834.6,Paiement facture FAC-2025-71292,1439.0,2025-07-28 15:45:43.059525,releve_202509.csv,,text/csv,,2025-09-14,MATCHED,,
590,2025-03-03,VIREMENT RECU,REF: FAC-2025-51759 - Licence logicielle,,34997.42,Paiement facture FAC-2025-51759,1441.0,2025-07-28 15:45:43.059525,releve_202503.csv,,text/csv,,2025-03-03,MATCHED,,
591,2024-02-10,VIREMENT RECU,REF: FAC-2024-73110 - Formation technique,,11603.04,Paiement facture FAC-2024-73110,1442.0,2025-07-28 15:45:43.059525,releve_202402.csv,,text/csv,,2024-02-10,MATCHED,,
592,2024-06-09,VIREMENT RECU,REF: FAC-2024-39896 - Hébergement cloud,,1446.27,Paiement facture FAC-2024-39896,1446.0,2025-07-28 15:45:43.059525,releve_202406.csv,,text/csv,,2024-06-09,MATCHED,,
593,2024-02-21,VIREMENT RECU,REF: FAC-2023-33051 - Licence logicielle,,20847.67,Paiement facture FAC-2023-33051,1450.0,2025-07-28 15:45:43.059525,releve_202402.csv,,text/csv,,2024-02-21,MATCHED,,
594,2024-09-29,VIREMENT RECU,REF: FAC-2024-65980 - Consulting IT,,11166.72,Paiement facture FAC-2024-65980,1452.0,2025-07-28 15:45:43.059525,releve_202409.csv,,text/csv,,2024-09-29,MATCHED,,
595,2025-05-30,VIREMENT RECU,REF: FAC-2025-13237 - Consulting IT,,17938.44,Paiement facture FAC-2025-13237,1453.0,2025-07-28 15:45:43.059525,releve_202505.csv,,text/csv,,2025-05-30,MATCHED,,
596,2025-03-04,VIREMENT RECU,REF: FAC-2025-10349 - Formation technique,,16833.74,Paiement facture FAC-2025-10349,1455.0,2025-07-28 15:45:43.059525,releve_202503.csv,,text/csv,,2025-03-04,MATCHED,,
597,2024-08-21,VIREMENT RECU,REF: FAC-2024-42412 - Consulting IT,,5582.3,Paiement facture FAC-2024-42412,1458.0,2025-07-28 15:45:43.059525,releve_202408.csv,,text/csv,,2024-08-21,MATCHED,,
598,2024-10-03,VIREMENT RECU,REF: FAC-2024-92262 - Formation technique,,11443.79,Paiement facture FAC-2024-92262,1460.0,2025-07-28 15:45:43.059525,releve_202410.csv,,text/csv,,2024-10-03,MATCHED,,
599,2024-06-20,VIREMENT RECU,REF: FAC-2024-66894 - Formation technique,,2619.15,Paiement facture FAC-2024-66894,1464.0,2025-07-28 15:45:43.059525,releve_202406.csv,,text/csv,,2024-06-20,MATCHED,,
600,2025-06-14,VIREMENT RECU,REF: FAC-2025-05090 - Licence logicielle,,5595.85,Paiement facture FAC-2025-05090,1466.0,2025-07-28 15:45:43.059525,releve_202506.csv,,text/csv,,2025-06-14,MATCHED,,
601,2025-03-09,VIREMENT RECU,REF: FAC-2024-91223 - Maintenance SaaS,,9440.29,Paiement facture FAC-2024-91223,1468.0,2025-07-28 15:45:43.059525,releve_202503.csv,,text/csv,,2025-03-09,MATCHED,,
602,2025-03-26,VIREMENT RECU,REF: FAC-2025-60702 - Licence logicielle,,40321.8,Paiement facture FAC-2025-60702,1470.0,2025-07-28 15:45:43.059525,releve_202503.csv,,text/csv,,2025-03-26,MATCHED,,
603,2025-08-13,VIREMENT RECU,REF: FAC-2025-63433 - Consulting IT,,1501.2,Paiement facture FAC-2025-63433,1471.0,2025-07-28 15:45:43.059525,releve_202508.csv,,text/csv,,2025-08-13,MATCHED,,
604,2024-06-24,VIREMENT RECU,REF: FAC-2024-02590 - Consulting IT,,27465.89,Paiement facture FAC-2024-02590,1473.0,2025-07-28 15:45:43.059525,releve_202406.csv,,text/csv,,2024-06-24,MATCHED,,
605,2024-01-19,VIREMENT RECU,REF: FAC-2023-41790 - Maintenance SaaS,,7664.45,Paiement facture FAC-2023-41790,1476.0,2025-07-28 15:45:43.059525,releve_202401.csv,,text/csv,,2024-01-19,MATCHED,,
606,2024-08-20,VIREMENT RECU,REF: FAC-2024-44245 - Développement logiciel,,3386.6,Paiement facture FAC-2024-44245,1480.0,2025-07-28 15:45:43.059525,releve_202408.csv,,text/csv,,2024-08-20,MATCHED,,
607,2024-01-10,VIREMENT RECU,REF: FAC-2023-40046 - Formation technique,,21735.0,Paiement facture FAC-2023-40046,1484.0,2025-07-28 15:45:43.059525,releve_202401.csv,,text/csv,,2024-01-10,MATCHED,,
608,2025-09-05,VIREMENT RECU,REF: FAC-2025-83294 - Maintenance SaaS,,29950.46,Paiement facture FAC-2025-83294,1486.0,2025-07-28 15:45:43.059525,releve_202509.csv,,text/csv,,2025-09-05,MATCHED,,
609,2024-02-13,VIREMENT RECU,REF: FAC-2023-53215 - Développement logiciel,,17718.4,Paiement facture FAC-2023-53215,1488.0,2025-07-28 15:45:43.059525,releve_202402.csv,,text/csv,,2024-02-13,MATCHED,,
610,2025-08-03,VIREMENT RECU,REF: FAC-2025-86449 - Maintenance SaaS,,1583.01,Paiement facture FAC-2025-86449,1490.0,2025-07-28 15:45:43.059525,releve_202508.csv,,text/csv,,2025-08-03,MATCHED,,
611,2025-09-28,VIREMENT RECU,REF: FAC-2025-33023 - Formation technique,,7219.24,Paiement facture FAC-2025-33023,1491.0,2025-07-28 15:45:43.059525,releve_202509.csv,,text/csv,,2025-09-28,MATCHED,,
612,2023-10-28,VIREMENT RECU,REF: FAC-2023-66818 - Développement logiciel,,5391.36,Paiement facture FAC-2023-66818,1493.0,2025-07-28 15:45:43.059525,releve_202310.csv,,text/csv,,2023-10-28,MATCHED,,
613,2025-07-20,VIREMENT RECU,REF: FAC-2025-16046 - Formation technique,,21384.84,Paiement facture FAC-2025-16046,1494.0,2025-07-28 15:45:43.059525,releve_202507.csv,,text/csv,,2025-07-20,MATCHED,,
614,2024-12-26,VIREMENT RECU,REF: FAC-2024-35657 - Licence logicielle,,3950.7,Paiement facture FAC-2024-35657,1496.0,2025-07-28 15:45:43.059525,releve_202412.csv,,text/csv,,2024-12-26,MATCHED,,
615,2024-12-31,VIREMENT RECU,REF: FAC-2024-71561 - Consulting IT,,4163.49,Paiement facture FAC-2024-71561,1501.0,2025-07-28 15:45:43.059525,releve_202412.csv,,text/csv,,2024-12-31,MATCHED,,
616,2025-10-10,VIREMENT RECU,REF: FAC-2025-02112 - Consulting IT,,4394.02,Paiement facture FAC-2025-02112,1506.0,2025-07-28 15:45:43.059525,releve_202510.csv,,text/csv,,2025-10-10,MATCHED,,
617,2024-11-22,VIREMENT RECU,REF: FAC-2024-60849 - Consulting IT,,4024.2,Paiement facture FAC-2024-60849,1509.0,2025-07-28 15:45:43.059525,releve_202411.csv,,text/csv,,2024-11-22,MATCHED,,
618,2024-09-21,VIREMENT RECU,REF: FAC-2024-81366 - Maintenance SaaS,,2911.42,Paiement facture FAC-2024-81366,1511.0,2025-07-28 15:45:43.059525,releve_202409.csv,,text/csv,,2024-09-21,MATCHED,,
619,2024-08-31,VIREMENT RECU,REF: FAC-2024-32000 - Maintenance SaaS,,23081.02,Paiement facture FAC-2024-32000,1512.0,2025-07-28 15:45:43.059525,releve_202408.csv,,text/csv,,2024-08-31,MATCHED,,
620,2024-03-02,VIREMENT RECU,REF: FAC-2024-21164 - Consulting IT,,2029.54,Paiement facture FAC-2024-21164,1517.0,2025-07-28 15:45:43.059525,releve_202403.csv,,text/csv,,2024-03-02,MATCHED,,
621,2024-06-28,VIREMENT RECU,REF: FAC-2024-35008 - Hébergement cloud,,5934.59,Paiement facture FAC-2024-35008,1518.0,2025-07-28 15:45:43.059525,releve_202406.csv,,text/csv,,2024-06-28,MATCHED,,
622,2024-08-09,VIREMENT RECU,REF: FAC-2024-26975 - Consulting IT,,14563.22,Paiement facture FAC-2024-26975,1519.0,2025-07-28 15:45:43.059525,releve_202408.csv,,text/csv,,2024-08-09,MATCHED,,
623,2025-09-04,VIREMENT RECU,REF: FAC-2025-84340 - Hébergement cloud,,2489.7,Paiement facture FAC-2025-84340,1521.0,2025-07-28 15:45:43.059525,releve_202509.csv,,text/csv,,2025-09-04,MATCHED,,
624,2024-11-27,VIREMENT RECU,REF: FAC-2024-50861 - Hébergement cloud,,19636.32,Paiement facture FAC-2024-50861,1524.0,2025-07-28 15:45:43.059525,releve_202411.csv,,text/csv,,2024-11-27,MATCHED,,
625,2023-11-21,VIREMENT RECU,REF: FAC-2023-83798 - Maintenance SaaS,,5952.45,Paiement facture FAC-2023-83798,1525.0,2025-07-28 15:45:43.059525,releve_202311.csv,,text/csv,,2023-11-21,MATCHED,,
626,2025-08-22,VIREMENT RECU,REF: FAC-2025-58701 - Développement logiciel,,7854.56,Paiement facture FAC-2025-58701,1526.0,2025-07-28 15:45:43.059525,releve_202508.csv,,text/csv,,2025-08-22,MATCHED,,
627,2024-01-31,VIREMENT RECU,REF: FAC-2023-24996 - Formation technique,,20885.55,Paiement facture FAC-2023-24996,1529.0,2025-07-28 15:45:43.059525,releve_202401.csv,,text/csv,,2024-01-31,MATCHED,,
628,2025-05-13,VIREMENT RECU,REF: FAC-2025-83288 - Développement logiciel,,21913.56,Paiement facture FAC-2025-83288,1531.0,2025-07-28 15:45:43.059525,releve_202505.csv,,text/csv,,2025-05-13,MATCHED,,
629,2024-12-22,VIREMENT RECU,REF: FAC-2024-17670 - Hébergement cloud,,1036.09,Paiement facture FAC-2024-17670,1532.0,2025-07-28 15:45:43.059525,releve_202412.csv,,text/csv,,2024-12-22,MATCHED,,
630,2024-07-15,VIREMENT RECU,REF: FAC-2024-56078 - Maintenance SaaS,,777.09,Paiement facture FAC-2024-56078,1534.0,2025-07-28 15:45:43.059525,releve_202407.csv,,text/csv,,2024-07-15,MATCHED,,
631,2025-06-01,VIREMENT RECU,REF: FAC-2025-59296 - Licence logicielle,,25781.76,Paiement facture FAC-2025-59296,1535.0,2025-07-28 15:45:43.059525,releve_202506.csv,,text/csv,,2025-06-01,MATCHED,,
632,2024-08-29,VIREMENT RECU,REF: FAC-2024-90283 - Hébergement cloud,,19842.55,Paiement facture FAC-2024-90283,1537.0,2025-07-28 15:45:43.059525,releve_202408.csv,,text/csv,,2024-08-29,MATCHED,,
633,2024-03-01,VIREMENT RECU,REF: FAC-2024-07685 - Licence logicielle,,1923.44,Paiement facture FAC-2024-07685,1538.0,2025-07-28 15:45:43.059525,releve_202403.csv,,text/csv,,2024-03-01,MATCHED,,
634,2024-11-21,VIREMENT RECU,REF: FAC-2024-17087 - Licence logicielle,,15526.24,Paiement facture FAC-2024-17087,1541.0,2025-07-28 15:45:43.059525,releve_202411.csv,,text/csv,,2024-11-21,MATCHED,,
635,2024-01-09,VIREMENT RECU,REF: FAC-2023-66811 - Licence logicielle,,3646.2,Paiement facture FAC-2023-66811,1560.0,2025-07-28 15:45:43.059525,releve_202401.csv,,text/csv,,2024-01-09,MATCHED,,
636,2024-05-20,VIREMENT RECU,REF: FAC-2024-28038 - Licence logicielle,,3240.72,Paiement facture FAC-2024-28038,1567.0,2025-07-28 15:45:43.059525,releve_202405.csv,,text/csv,,2024-05-20,MATCHED,,
637,2025-04-01,VIREMENT RECU,REF: FAC-2025-72737 - Développement logiciel,,13714.96,Paiement facture FAC-2025-72737,1570.0,2025-07-28 15:45:43.059525,releve_202504.csv,,text/csv,,2025-04-01,MATCHED,,
638,2024-12-15,VIREMENT RECU,REF: FAC-2024-49503 - Hébergement cloud,,6281.0,Paiement facture FAC-2024-49503,1571.0,2025-07-28 15:45:43.059525,releve_202412.csv,,text/csv,,2024-12-15,MATCHED,,
639,2025-04-26,VIREMENT RECU,REF: FAC-2025-11358 - Développement logiciel,,1513.33,Paiement facture FAC-2025-11358,1574.0,2025-07-28 15:45:43.059525,releve_202504.csv,,text/csv,,2025-04-26,MATCHED,,
640,2024-03-20,VIREMENT RECU,REF: FAC-2024-87272 - Consulting IT,,17569.91,Paiement facture FAC-2024-87272,1576.0,2025-07-28 15:45:43.059525,releve_202403.csv,,text/csv,,2024-03-20,MATCHED,,
641,2024-10-04,VIREMENT RECU,REF: FAC-2024-26279 - Maintenance SaaS,,19840.79,Paiement facture FAC-2024-26279,1577.0,2025-07-28 15:45:43.059525,releve_202410.csv,,text/csv,,2024-10-04,MATCHED,,
642,2023-09-30,VIREMENT RECU,REF: FAC-2023-62213 - Maintenance SaaS,,19588.9,Paiement facture FAC-2023-62213,1579.0,2025-07-28 15:45:43.059525,releve_202309.csv,,text/csv,,2023-09-30,MATCHED,,
643,2025-06-08,VIREMENT RECU,REF: FAC-2025-94662 - Hébergement cloud,,3585.64,Paiement facture FAC-2025-94662,1581.0,2025-07-28 15:45:43.059525,releve_202506.csv,,text/csv,,2025-06-08,MATCHED,,
644,2025-06-28,VIREMENT RECU,REF: FAC-2025-63883 - Hébergement cloud,,7156.08,Paiement facture FAC-2025-63883,1585.0,2025-07-28 15:45:43.059525,releve_202506.csv,,text/csv,,2025-06-28,MATCHED,,
645,2024-11-30,VIREMENT RECU,REF: FAC-2024-07653 - Licence logicielle,,9869.76,Paiement facture FAC-2024-07653,1591.0,2025-07-28 15:45:43.059525,releve_202411.csv,,text/csv,,2024-11-30,MATCHED,,
646,2025-01-31,VIREMENT RECU,REF: FAC-2024-71397 - Licence logicielle,,1322.5,Paiement facture FAC-2024-71397,1592.0,2025-07-28 15:45:43.059525,releve_202501.csv,,text/csv,,2025-01-31,MATCHED,,
647,2025-04-16,VIREMENT RECU,REF: FAC-2025-47938 - Formation technique,,14133.51,Paiement facture FAC-2025-47938,1593.0,2025-07-28 15:45:43.059525,releve_202504.csv,,text/csv,,2025-04-16,MATCHED,,
648,2024-03-19,VIREMENT RECU,REF: FAC-2023-67739 - Maintenance SaaS,,4101.12,Paiement facture FAC-2023-67739,1595.0,2025-07-28 15:45:43.059525,releve_202403.csv,,text/csv,,2024-03-19,MATCHED,,
649,2024-10-20,VIREMENT RECU,REF: FAC-2024-00761 - Licence logicielle,,1180.62,Paiement facture FAC-2024-00761,1600.0,2025-07-28 15:45:43.059525,releve_202410.csv,,text/csv,,2024-10-20,MATCHED,,
650,2025-08-29,VIREMENT RECU,REF: FAC-2025-42553 - Hébergement cloud,,17902.09,Paiement facture FAC-2025-42553,1601.0,2025-07-28 15:45:43.059525,releve_202508.csv,,text/csv,,2025-08-29,MATCHED,,
651,2025-06-27,VIREMENT RECU,REF: FAC-2025-71744 - Développement logiciel,,18426.8,Paiement facture FAC-2025-71744,1602.0,2025-07-28 15:45:43.059525,releve_202506.csv,,text/csv,,2025-06-27,MATCHED,,
652,2025-02-24,VIREMENT RECU,REF: FAC-2025-62952 - Développement logiciel,,14949.48,Paiement facture FAC-2025-62952,1604.0,2025-07-28 15:45:43.059525,releve_202502.csv,,text/csv,,2025-02-24,MATCHED,,
653,2024-01-04,VIREMENT RECU,REF: FAC-2023-25232 - Maintenance SaaS,,3735.7,Paiement facture FAC-2023-25232,1605.0,2025-07-28 15:45:43.059525,releve_202401.csv,,text/csv,,2024-01-04,MATCHED,,
654,2024-03-18,VIREMENT RECU,REF: FAC-2024-48903 - Formation technique,,1600.2,Paiement facture FAC-2024-48903,1606.0,2025-07-28 15:45:43.059525,releve_202403.csv,,text/csv,,2024-03-18,MATCHED,,
655,2023-12-11,VIREMENT RECU,REF: FAC-2023-37047 - Développement logiciel,,26027.8,Paiement facture FAC-2023-37047,1608.0,2025-07-28 15:45:43.059525,releve_202312.csv,,text/csv,,2023-12-11,MATCHED,,
656,2025-04-02,VIREMENT RECU,REF: FAC-2025-41185 - Développement logiciel,,3936.6,Paiement facture FAC-2025-41185,1612.0,2025-07-28 15:45:43.059525,releve_202504.csv,,text/csv,,2025-04-02,MATCHED,,
657,2024-11-29,VIREMENT RECU,REF: FAC-2024-47090 - Licence logicielle,,4158.43,Paiement facture FAC-2024-47090,1614.0,2025-07-28 15:45:43.059525,releve_202411.csv,,text/csv,,2024-11-29,MATCHED,,
658,2025-02-16,VIREMENT RECU,REF: FAC-2024-78944 - Hébergement cloud,,2229.06,Paiement facture FAC-2024-78944,1615.0,2025-07-28 15:45:43.059525,releve_202502.csv,,text/csv,,2025-02-16,MATCHED,,
659,2023-11-21,VIREMENT RECU,REF: FAC-2023-26583 - Développement logiciel,,9112.24,Paiement facture FAC-2023-26583,1617.0,2025-07-28 15:45:43.059525,releve_202311.csv,,text/csv,,2023-11-21,MATCHED,,
