expense_id,title,amount,label,comments,expense_date,type,category,expense_number,status
219,Google Cloud Platform,1575.12,HÉBERGEMENT_CLOUD,,2025-07-04,mensuel,Services_Cloud,EXP202500219,paid
220,Assurance responsabilité,13533.04,COUVERTURE_PRO,Cyber-risque,2025-01-12,annuel,Assurances,EXP202500220,unpaid
221,Frais de change,426.66,FRAIS_BANQUE,,2025-04-23,mensuel,Frais_Bancaires,EXP202500221,paid
222,Outils SEO,3866.29,CAMPAGNE_PUB,,2024-09-22,trimestriel,Marketing,EXP202400222,paid
223,Assurance responsabilité,14813.33,COUVERTURE_PRO,,2025-02-11,annuel,Assurances,EXP202500223,paid
224,Service bancaire,599.93,FRAIS_BANQUE,,2024-08-06,mensuel,Frais_Bancaires,EXP202400224,paid
225,GitHub Entreprise,455.14,OUTILS_NUMÉRIQUES,Plateforme collaborative équipes à distance,2024-11-26,mensuel,Abonnements,EXP202400225,paid
226,Licence Windows Server,3410.51,LICENCE_ENTREPRISE,,2024-09-06,annuel,Licences_Logicielles,EXP202400226,paid
227,Licence SAP,17090.45,LICENCE_ENTREPRISE,Outils décisionnels,2024-10-23,annuel,Licences_Logicielles,EXP202400227,paid
228,Conseil informatique,7459.62,AVIS_PRO,Accompagnement digital,2024-10-22,divers,Conseil,EXP202400228,paid
229,Équipement réseau,5965.13,INVESTISSEMENT_INFRA,Écrans HD,2025-04-17,annuel,Équipement,EXP202500229,paid
230,Service bancaire,612.84,FRAIS_BANQUE,Frais de compte,2025-01-15,mensuel,Frais_Bancaires,EXP202500230,paid
231,Base de données Oracle,7820.96,LOGICIEL_PRO,,2024-11-27,trimestriel,Licences_Logicielles,EXP202400231,paid
232,Slack Premium,513.56,PLATEFORME_SAAS,,2025-05-16,mensuel,Abonnements,EXP202500232,paid
233,Zoom Pro,732.19,ABONNEMENT_LOGICIEL,Suite créative marketing,2025-04-14,mensuel,Abonnements,EXP202500233,paid
234,Célébration annuelle,740.69,ÉVÉNEMENT_ENTREPRISE,Événement interne trimestriel,2025-03-01,divers,Divertissement,EXP202500234,paid
235,Équipement réseau,2820.97,ACHAT_ÉQUIPEMENT,,2024-10-30,divers,Équipement,EXP202400235,paid
236,Réparation matériel,593.19,CONTRAT_ENTRETIEN,,2025-04-04,divers,Maintenance,EXP202500236,paid
237,Téléphonie entreprise,1430.31,TÉLÉCOM,,2024-11-14,mensuel,Services_Publiques,EXP202400237,paid
238,Équipement réseau,4880.76,ACHAT_ÉQUIPEMENT,,2025-07-08,divers,Équipement,EXP202500238,paid
239,Service bancaire,629.37,FRAIS_BANQUE,,2025-05-02,mensuel,Frais_Bancaires,EXP202500239,unpaid
240,Mutuelle santé,7351.11,COUVERTURE_PRO,,2025-04-05,annuel,Assurances,EXP202500240,paid
241,Célébration annuelle,960.04,ÉVÉNEMENT_ENTREPRISE,,2025-04-12,divers,Divertissement,EXP202500241,paid
242,Consultation juridique,4093.75,PROGRAMME_CONFORMITÉ,Appui réglementaire,2024-12-16,annuel,Juridique_Conformité,EXP202400242,unpaid
243,Mutuelle santé,8649.33,COUVERTURE_PRO,,2025-01-11,annuel,Assurances,EXP202500243,paid
244,DigitalOcean,1710.56,HÉBERGEMENT_CLOUD,Hébergement scalable,2024-08-28,mensuel,Services_Cloud,EXP202400244,paid
245,Matériel d’impression,2948.32,INVESTISSEMENT_INFRA,Infrastructure réseau,2024-07-28,annuel,Équipement,EXP202400245,paid
246,Frais tenue de compte,385.46,FRAIS_BANQUE,Change devises,2025-05-25,mensuel,Frais_Bancaires,EXP202500246,paid
247,Maintenance serveur,1421.67,CONTRAT_ENTRETIEN,,2024-08-19,divers,Maintenance,EXP202400247,paid
248,Mise en conformité RGPD,1813.45,PROGRAMME_CONFORMITÉ,Revue gouvernance,2025-06-28,annuel,Juridique_Conformité,EXP202500248,paid
249,Facture eau,1198.99,SERVICES_UTILITAIRES,Facture électricité bureau Casablanca,2024-12-26,mensuel,Services_Publiques,EXP202400249,paid
250,Workday,925.11,OUTILS_RECRUTEMENT,Plateforme recrutement,2025-03-03,mensuel,Outils_RH,EXP202500250,paid
